case_id,symbol,entry_time,side,order_type,lot_size,david_state_shift1,david_state_source,type3_candle_combination,bar_hour_utc,bar_spread,bar_tick_volume,content_hash
audcad_h1_12y_type1_type3_primary,AUDCAD,2023-11-28T11:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,11,6,2960,E00FB5E5E12D9727F338F31E79E097A00D2FD9BFE53231A86FE207FB8623DBD0
audcad_h1_12y_type1_type3_primary,AUDCAD,2023-11-29T06:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,06,1,1642,29B1E9ED2441D8C85C4FB5C0A8F59F8721A594C0E1C63F9111CC9FB8B160A451
audcad_h1_12y_type1_type3_primary,AUDCAD,2023-11-30T13:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,13,5,3157,F2FDFEDD2AF143E2794604B62E8CBFD2F53F0E08F968B0DBAAE8CEBA2A8BE44D
audcad_h1_12y_type1_type3_primary,AUDCAD,2023-12-04T17:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,17,4,6282,09C19DA3B2498A6F0E3E3C3AA00286F909E9D4D0B393FE4F8E0745E9152294D5
audcad_h1_12y_type1_type3_primary,AUDCAD,2023-12-06T14:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,14,6,2734,21DBCF724C8C32158A5EB4F8BF2986376102C5C2CEC303F72C091AD255E02574
audcad_h1_12y_type1_type3_primary,AUDCAD,2023-12-06T21:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,21,7,2260,10B1498F859E0E3BE2FB816370BB26278E3BAFED8BFC907091477615AE9EF503
audcad_h1_12y_type1_type3_primary,AUDCAD,2023-12-07T07:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,07,7,2349,24A72FF0CB0E0AF6CFE732A903E076360391DA4429FF7D2F2BA832B985434794
audcad_h1_12y_type1_type3_primary,AUDCAD,2023-12-11T00:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,00,41,768,B72FDE72B302D83768D013913E4B571EC0283F0691BBDD21AECCEF765F1DBB0E
audcad_h1_12y_type1_type3_primary,AUDCAD,2023-12-12T16:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,16,2,5935,A11CBD3995AD25C2530BA056AE0DF8EF255B3689450266F85F78A9424459F906
audcad_h1_12y_type1_type3_primary,AUDCAD,2023-12-14T16:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,16,3,6148,2953206246CC057A638761F5BA3F782FFE11FEA67CB369FCEC740A4C05C7DDAB
audcad_h1_12y_type1_type3_primary,AUDCAD,2023-12-26T12:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,12,9,1306,B018EED150299A901351EC1C34324B1F5251E703AE54239F2C2E32BA0E5C0650
audcad_h1_12y_type1_type3_primary,AUDCAD,2023-12-29T00:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,00,32,938,8ED0C01C96BE6227D276D5B740804FFBC30192AB12187803498AA971EAF440C8
audcad_h1_12y_type1_type3_primary,AUDCAD,2023-12-29T13:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,13,6,2364,4C50BD1C7BBDE76982E0463366711E3C19A14C9E344F5C63E72AC15F7E0974E0
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-01-02T16:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,16,3,5047,0A5BF263A19363E11AF0D6D717DA925CEAF759901D5520E692D981A191DCF342
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-01-03T13:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,13,8,2581,AE6F1198AE10C98D10A479BD897365F13E9B99841914EE42CEA01C48F78A6B62
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-01-04T13:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,13,7,2367,B8352CCA84923ADF0337BBC7B0958F4636C543DC8BEF30DE2D94DDCE60CEF498
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-01-05T14:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,14,7,2195,7611E3187421E5BE2BEADA327EFC9F4BC7839883DAACDDD4808C81D5E6A55820
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-01-09T08:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,08,7,1981,8DB32CD26AEFED7A41A762FB3663BE4CACF8DEFBB839784C4202A22CF50F6A84
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-01-09T15:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,15,7,4014,AC15B627D45C3B021FA876C61464D91DCA924A9EF3EE86E9B9DBEF0EA413F92C
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-01-09T21:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,21,5,2471,70FC0CA6A4E7855306A89FF3BB59668FB614865DEE9AFCADFE97C1974068DC1B
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-01-11T13:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,13,7,1876,1E0BE30A35860F89D0CC0D5F5C284B686A95AF4CD398551493A8F17B339C8962
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-01-15T09:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,09,7,2217,847ACB3793426C1AB1AACBFC634E20F99DBD2B26A701462792AD1FC1AAF4A031
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-01-16T00:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,00,43,191,B3A45D179D973F9819C89615FA5AA33A01CB47382A95A5FB231677B70C97E34F
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-01-17T08:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,08,7,2409,869F764F37D6771122E15A55D39E79B78173C7DBF4EF63A7A4954F0B561F3ABA
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-01-17T18:00:00.000Z,SELL,TYPE1,0.04,DOWN,mt5_export_indicator_buffer,-4,18,6,3494,BBBA957513E9BC7EF6937360EB636F3114A6EE0AC343B68A3621DB8470BBCE04
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-01-18T14:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,14,3,2351,3230ABBA16C3DEE023E97C4424A2A96FAFCFB3C961692920A35EB9CCD2E56A16
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-01-19T12:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,12,5,2141,F58D19FB104A2F7D9C09C2F726046B80480695120021ACB9633DD470F189D108
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-01-23T09:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,09,6,2567,155E70DDBC62DC5899E1E9A82AE9040A377F36128B86D7C6AFFB3A8AA8EF2932
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-01-24T12:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,12,7,1712,6E8AF47FA1E99A1B1BCA61B80A9AC4EC35C974748E9AC145CB8A23B3041010BD
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-01-24T17:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,17,7,5195,E5661C5D6530495AED638995DE714B7076A6AF8A386FDE5DCB11BEEBC88498F8
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-01-29T04:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,04,6,2078,4B4E9E912A69F7706071D1CADB425FAF458B30A28A48E33F1C88D2FAB8A061EA
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-01-29T12:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,12,7,2026,F9940A4BA24DD33A54534B83065E8DA09C575B03FDC585E1C9A76A828221E351
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-02-01T20:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,20,6,4218,273A56AADAA6FB7A45F72FF4065E44873AF0790DAE5AA10C62B395689FC936DE
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-02-02T05:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,05,8,1987,78C9DFB221BD8E39D57D66CBEE208D978DF665F1753F365C9904D9D10FA5943C
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-02-02T14:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,14,8,2005,F21713CD738C6B9A6B06676DA751034E52322A52A1DC0F76E92942CA849844FA
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-02-05T19:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,19,5,2846,8814C961848C1DD46D99C6FC45683EFB9A272725AB5552DEA0B51FBF838592C5
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-02-07T02:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,02,6,1909,0F5462C3C111910A3122646A4B2C9BD57FF618E148F0ED81F5BA052FC35205C0
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-02-09T11:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,11,6,2645,927546EDBAA88C25D005F8DBA6C33C8E079674216443097B717D82DA58B8FBA0
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-02-09T19:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,19,7,2332,DC84E7636CCC797CE618CFDADF7DCA5FE397C001BA1A25DEDEC627134A768916
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-02-12T15:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,15,6,2608,1C557FD74D7DE493DA38F696112096D406CEB64FA506CF3C2061D8C10EF515E4
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-02-14T07:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,07,8,1120,0A5672167107B1A86ABEB6F2E86C493921F5FB6DF479E69B1734907C8A1C17C0
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-02-14T20:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,20,8,1975,95E6C0337840C0891FB77476761FF81D3AFA52BC89CC98F8350F878E4029E552
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-02-15T15:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,15,5,4385,52D5D5C29D55DEEB6033F9F3442D9E49A427CF6E96D8AAD6A842AF56503234DA
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-02-16T07:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,07,8,928,2C10707B96C6F1D9A28C25E24C2372A411C346908EA933AC9A72FF50A7021A48
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-02-16T20:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,20,6,1728,F0DBA610C774AB48E357EB72B5EEC0A490C225B5116FDBE8F82759915694A4A1
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-02-19T18:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,18,7,1096,8F68081F3239C4FC659CBFE14AC5D3377C45CC8AF3A40D336E2EED8B3529E5BD
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-02-22T01:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,01,8,1228,2F2E998E4ED8022A77D09290EB82E878F95E096192C8EB12679E93A746C16A9C
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-02-22T10:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,10,6,3853,84A062205C1F7D306508D8BF4DF1D5EAC4CACF15715A433F7B2BCF28B6A01FF6
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-02-23T04:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,04,6,1856,997BF0A24FE49698FA81FC6A2F5B7D14C66203D581D77A7534061197D76B26BD
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-02-27T18:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,18,8,2834,4FA2F2C27DCFE22582A988F4C08F10746A3554D890714312435C3DDA5F2C5E72
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-02-29T06:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,06,8,1366,55E5001B598390561C05A8201EDBE9565A55C60820C2F88E738E35197FB0D933
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-03-05T15:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,15,5,3328,4AA97C4C3340D42AA6EF938DC9DF42AFBA0270105FEE3767B69AE7E7AD1CD227
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-03-06T11:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,11,6,2293,430BCC103FEA90F2911398157B39A7C51FF3D0735059BEE9F855C26320D29EEE
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-03-07T12:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,12,4,2350,136FF527B76BFAAA48074A8963E87199B35242A6F51C6800BD6712908E1FFFB4
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-03-08T23:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,23,7,894,F27F5EFE7A8E9EFA01C9A36999953537D113E0D74FE07C28917BC43C4CE07C1C
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-03-11T10:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,10,7,2276,FCB2FE71AF454F32B39C36E221FE586B37C9F05371831C5253EA9590711DABE3
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-03-13T08:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,08,7,1916,DF4E717A44DE3FB4A5F6DCC0017B0A2974364C8E1F556404A28980B587D1A080
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-03-14T22:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,22,6,2583,75A0D462CCC72C2B6E3CA076B1B89B2274719BEC2701872B4CBEAC500794A413
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-03-15T10:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,10,6,2954,9D9E5D27B36A0CAFCDAEB38B2DAC5079B71B800F2F474D703741FE8F291B6783
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-03-18T15:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,15,7,2292,D0B285D7C634720C153CBB7401C430BD236D5C6363E1C625AB4B7D92C82922EC
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-03-19T17:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,17,8,2693,5C98EEE19644CB4C8AA168710A0BCAB976FFBAC565AB99712767DBAEE3854C44
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-03-21T07:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,07,7,1190,0975CE2C8E6D488E8244D525933BA5A847E986FD939A6147CEA4D7AE61621BA8
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-03-22T04:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,04,8,2722,47D5D3DE86C27214A28C0704D786332BCEACF2B1F9C6106635F92AD72AB04ACA
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-03-22T19:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,19,7,2310,C218C84D60127C5713C57C8EFF6BA35A57A364ECCA0C92CCCF49FE702ED61F80
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-03-25T04:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,04,3,4393,1B0189784A59932D2560AAAD0FAAAAF3DEA96A311BF7D98F192968824D1DAC08
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-03-25T23:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,23,6,753,10837F6A1EE03C408178AA1018DA630CBDAE7247ABC0D0DA91DC717C8FB4BA2E
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-03-28T06:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,06,7,1870,21729DCCC26AEA52AC6B7953158FF587ED63CC5C1E1433272A1885EBD0A78C2A
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-03-29T14:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,14,6,789,E7741466A7076E14F5A0823AC982E215E114BCA9E3E5CA6CA580ECDD99FEE0CD
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-04-02T13:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,13,8,1635,F9C9FE57D390AA697D626EE723A1A1C9AD3CFD7A0F017A18449E5233F6C8FDC8
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-04-03T21:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,21,6,1871,A722B9290F09E289BED2755B0EF3BD6D46449EF4066F959431C1A582104F75C0
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-04-04T05:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,05,8,1463,C5C806D2F2B431803E0E8D85D0008ED5F1A792E76FE4F589D5E0CD5482C21657
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-04-04T14:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,14,9,1745,1BB7F3F014C67EFA35E2EA1769F06CB865D1F8DD2DD65EDD5B502C30AA584A89
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-04-04T21:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,21,7,3794,2556BFD062E583FC9E12ED09FC3CA8B01DFD33023D9D1C7C523377DDD88D6459
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-04-05T10:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,10,7,2490,E3DB0082051DC1A1F0683D1FD7EA1422073FE92FCC8100979733B8FD3232D7E4
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-04-08T17:00:00.000Z,BUY,TYPE1,0.04,UP,mt5_export_indicator_buffer,1,17,5,4188,78A2B900AEF1EDD3212E1F3C6347C5BD0CE9102FFF71275C0187E215D2523571
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-04-15T01:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,01,9,1487,AC3AAED0197EBE8FA3201AFA0E855B0496E0FCBC4A626CC366C4D79CF8F3E57C
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-04-16T06:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,06,9,2137,5AB068230B881CEB6ABAF61417989E1F5DA5E7C107FF2A961B44814641F764CC
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-04-17T19:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,19,7,4482,E66E401B8BCFFCF8346B5DBBCFEDF58A1732AA7AC1AC43E74249618C829CED7A
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-04-18T23:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,23,7,975,7D7158B02D56826E1A3CC40038C5EF10331704539BFE57852D5B6FCE64EE9D18
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-04-19T06:00:00.000Z,SELL,TYPE1,0.04,DOWN,mt5_export_indicator_buffer,-3,06,8,5223,9AA7F030B9B8EC09F6E92B31944E7FFC288CCB615A6CA2D2DA4F86EFFBD3EBB3
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-04-22T04:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,04,7,3660,FA8ECE3FF531E34E9F271DC08E71E9BFDFC5DBF7FCA008411934CEA0412C9C04
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-04-23T15:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,15,7,3025,3161F21F6DAEAB0C0991823816C88473D59909D2F767DD2822A51364D69FF3FA
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-04-25T11:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,11,8,2348,33A12D764ACEACB4F473EBC3E05EE68C52F0680B50D276293CCB322ABD79F150
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-04-26T04:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,04,7,2705,019181FCBBAB61734076E02301FEBBE5EAF1684FB9D547CDEF75DED38DBCB48C
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-04-29T04:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,04,7,3755,823010C2697316C8A7E08BD9B731977BB4C4E8C9263CCA8D7599E2820302C473
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-04-29T22:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,22,7,2567,C51741A491BB6577382B94929AB1D3B2F014F7A2A2F3412E2442A091BC84D97A
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-05-02T03:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,03,5,2972,66446B8AAD10338DE62C40F072FF8CB6C5FFA4E2E704A04E1FBD9F093AFE76CF
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-05-02T21:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,21,7,2910,67017E4BAB5E017BA6A82BB9DCAF81869F2DF83F56156F3015AA23A4DC4A63D0
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-05-03T14:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,14,6,2232,D2025D82FB731FABBA63F65F747056D469805529EF4F7A9F2F9CBFFBADF3036C
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-05-03T16:00:00.000Z,BUY,TYPE1,0.04,UP,mt5_export_indicator_buffer,1,16,5,6946,176BB6B53B7398C3DA194F7E11B764DB8EFC7CECCB75094951A51C085A3A68F9
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-05-06T01:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,01,8,651,C401AB400C5E6C451B11DA2E17362B8D3B46A34036AD471D24827F1866AC8573
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-05-06T19:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,19,6,1954,A8A94817F50273B888707DCA51741CB3E8205D78776EAA20C22DAD64748FE70A
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-05-08T05:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,05,7,1888,49C6990A2187C074397C7F65F36A116EFEF422E5B50D408EDD2E5211D4CE3C92
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-05-10T05:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,05,9,1888,5A464F5B56BA23A92B2C52863D3E94B104B903A945C4775DB1F00537FD09E99C
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-05-16T15:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,15,6,4017,A867C03ED400B06DD7603FF0A959EB2016AA9567CEBB8AFF8CF723AF9017E8F1
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-05-17T07:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,07,8,1257,225ECBAD90D011E2082B097BC1A6CFECD8D700CE394025D0502F8F20C79AB780
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-05-17T13:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,13,7,1676,0013C4E66399612DBFF7F61DC920C57A7C241B9F9B2F7B3A9841CEA2D5D0BA85
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-05-20T12:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,12,8,1699,DF3EC8C8F4C06A51B3EFDD384C169E76E3F3589254D99CF6794EB3653AE059EB
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-05-21T08:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,08,5,1654,B21D9EBAED42B6C5CC465DF2A3C83C2410DB1DABE05074CE795AD1A6E6ADD43E
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-05-23T11:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,11,8,2864,109649C0752B9D3AA3E8EF51A4B6D1B4E6F75ED2C9B2DEDB70E64FEBE11373F9
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-05-28T21:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,21,5,3087,301C224E6793A4DE3A021FA619BFF979015AE3CB2D6AFAE28535C7BEE601E098
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-05-29T15:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,15,2,3706,A16270D3AE9CFACFD50A3740A59F94699BEEC360919D5E74B7E55E614AA931C6
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-05-31T01:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,01,9,657,00163BAA4CF5DB7AF2B2839363C590487DCDCD40F1F84FCC74CB8211EBEBCF05
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-05-31T20:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,20,7,2824,354C2C86FC4EF0C49383028D766B07FF8A5E7BFA47883A33A763A9135610BE2E
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-06-04T15:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,15,5,3938,4AFA09ED774A05E9E0A233696B9DB55AA7F277F4AD9166B7C0FDCF8475A57888
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-06-05T14:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,14,7,2129,B2C66168D98003CC08FC21855E77B5DB2F605F1C9628A4D300AAD0A43F4A9CFF
audcad_h1_12y_type1_type3_primary,AUDCAD,2024-06-06T09:00:00.000Z,SELL,TYPE3,0.02,UP,mt5_export_indicator_buffer,-4,09,6,2543,E4B37B09E7E96BCD945FFFA5826A50979CC0D2E6B0800FA36B6E58EBB9017BAC
