rule_id,rule_family,month,weeks,monthly_mtm_equity_adr,monthly_closed_adr,average_week_end_open_unrealized_adr,worst_week_end_open_unrealized_adr,cumulative_mtm_equity_snapshot_adr,monthly_mtm_win,monthly_closed_win,content_hash
WEEKLY_FORCED_CLOSE,control,2020-05,5,89.434608,89.434608,0,0,233.490404,true,true,289125B41D6DB8276D9A26963CB509863E6931677500A914F662427E52BFBA87
WEEKLY_FORCED_CLOSE,control,2020-06,4,-13.883903,-13.883903,0,0,219.606501,false,false,3D84B1A177E69D2F73B4FBA08BA39803EF5BAD67F5AC448013886B6D1EFA03DC
WEEKLY_FORCED_CLOSE,control,2020-07,4,-26.737567,-26.737567,0,0,192.868934,false,false,41366849B08FE1D1D6B72578F0AFDE18837D632C5B244D139D4463B548A97D29
WEEKLY_FORCED_CLOSE,control,2020-08,5,-4.429539,-4.429539,0,0,188.439395,false,false,952BD3D08FD18D69D78256D9BA63E831FBE417271531AFA2EFB9D9D0AF1B0F14
WEEKLY_FORCED_CLOSE,control,2020-09,4,-4.178637,-4.178637,0,0,184.260758,false,false,14D511970D3C2D6E972E31120D37D14B5480063A4AF6F01B3BBA3C44B3E1A704
WEEKLY_FORCED_CLOSE,control,2020-10,4,13.450497,13.450497,0,0,197.711255,true,true,169DA3A8CD056B878004664CC70785D16C227A45A26A744B19835955BC617A00
WEEKLY_FORCED_CLOSE,control,2020-11,5,-5.628899,-5.628899,0,0,192.082356,false,false,B5D0467394F1BC59AAA09A1A1434B9487E94D4B74EC54953565473BB1B5D3E75
WEEKLY_FORCED_CLOSE,control,2020-12,4,-8.723309,-8.723309,0,0,183.359047,false,false,E76F49A9338A7E310BAACBE60B4416DAF1ABC2F9507569E781DB6FFE45E74321
WEEKLY_FORCED_CLOSE,control,2021-01,4,27.733154,27.733154,0,0,211.092201,true,true,D8A52F335E561B4DCC38A6D7F6F2B23501181DD096FA8F4E6FB79ED1C738A7BE
WEEKLY_FORCED_CLOSE,control,2021-02,4,66.017842,66.017842,0,0,277.110043,true,true,4FA0EF9C2439835F137C98BF9A4F4727BE887E0CEA20C4E7793D7D5EB94E7419
WEEKLY_FORCED_CLOSE,control,2021-03,5,23.632715,23.632715,0,0,300.742758,true,true,89F3E6BF9ABBEB079623833ED397A6E581ED92131934FB23540655AB8AE9A402
WEEKLY_FORCED_CLOSE,control,2021-04,4,2.208862,2.208862,0,0,302.95162,true,true,ADFF33E6B4314778AF4C603D3646DF4261AE86DB8D380CBFB031FE045C6F0209
WEEKLY_FORCED_CLOSE,control,2021-05,5,-7.765291,-7.765291,0,0,295.186329,false,false,7460C52684EB91BF6F9D2FA6AD833329DEC6D5A59EE7F644038FCCA606495B1F
WEEKLY_FORCED_CLOSE,control,2021-06,4,24.670088,24.670088,0,0,319.856417,true,true,C20FE2BACC0A6DA0F00436D42B38DDAADC77D36C25354BE5293F8091D6BE4C3B
WEEKLY_FORCED_CLOSE,control,2021-07,4,-3.105138,-3.105138,0,0,316.751279,false,false,E906915DBFF040C4E99B6559D5380B1AD6CDDED50C9070935685A801427A38E1
WEEKLY_FORCED_CLOSE,control,2021-08,5,20.943317,20.943317,0,0,337.694596,true,true,90C993651AD86109FDF0A95E56406EF2955FA184DCBBFA02A9715FFEB86C9470
WEEKLY_FORCED_CLOSE,control,2021-09,4,5.086824,5.086824,0,0,342.78142,true,true,CBCF20206838E9E762114CEFA88938E59D29B8E5A7FEFB6A422655975142C9F6
WEEKLY_FORCED_CLOSE,control,2021-10,5,25.498934,25.498934,0,0,368.280354,true,true,D2D81F511EF84F999C7864E7C242449A29751AAB60CAFDD8CBD9B1A20662DD97
WEEKLY_FORCED_CLOSE,control,2021-11,4,-9.819901,-9.819901,0,0,358.460453,false,false,30A9AF768AA828685EE099306895A3AD9C733AA9F48AAC94ACE58EE78AC02228
WEEKLY_FORCED_CLOSE,control,2021-12,4,15.234186,15.234186,0,0,373.694639,true,true,6E85D86C14815172B5EE9B03FF3ED166467E8049AB4E39DE591E1605F4D73362
WEEKLY_FORCED_CLOSE,control,2022-01,5,12.576933,12.576933,0,0,386.271572,true,true,150C71ED2B60B7AC2D35350821CA670C8155630EF1AD7161A111659CE409C456
WEEKLY_FORCED_CLOSE,control,2022-02,4,-3.192235,-3.192235,0,0,383.079337,false,false,F50AED380B6B3E2231C8BF27188F50F74B0B8E7A0253252B2B2844B8263F7DE1
WEEKLY_FORCED_CLOSE,control,2022-03,4,23.970316,23.970316,0,0,407.049653,true,true,21660EB92A9585D88E89DD565A2B39294F60FB7E7F8F56BA32787028044FF310
WEEKLY_FORCED_CLOSE,control,2022-04,4,0.754993,0.754993,0,0,407.804646,true,true,847F8A0CF9AB577FBF73B7B3B16AB5774C1C5ABBCDDAB91740BE53C7050F1108
WEEKLY_FORCED_CLOSE,control,2022-05,5,1.949028,1.949028,0,0,409.753674,true,true,BA3D3E0BBF349D707A91BFC964A2FA60D685433FDD8158E2E2B1A0CB6D11D4C1
WEEKLY_FORCED_CLOSE,control,2022-06,4,-17.144694,-17.144694,0,0,392.60898,false,false,51810C6867F31AE70F525C9AAAA32D48F52B1EE75C8A7DEC4DFAD26D09E62779
WEEKLY_FORCED_CLOSE,control,2022-07,5,-38.953435,-38.953435,0,0,353.655545,false,false,ED26A16CE6DA4F296F8FC4D22C710A37D8EC9589CE9E211B93CDED36EE29480E
