row_key,week_open_utc,pair,candidate_b_side,trigger_side,candidate_b_alignment,candidate_b_contra_alignment,session_id,session_label,range_start_utc,range_end_utc,entry_start_utc,entry_end_utc,session_range_adr,entry_path_efficiency,entry_range_adr,path_efficiency_week,range_ratio_pair,efficiency_bucket,range_floor_adr,range_condition_pass,range_expansion_bucket,geometry_regime,geometry_harvestable_candidate,grid_quantum_adr,signal_adr_brick,adaptive_spacing_formula_id,adaptive_spacing_raw_adr,adaptive_spacing_adr,adaptive_spacing_range_floor_adr,adaptive_range_condition_pass,adaptive_signal_adr_brick,adaptive_spacing_tradability_pass,sweep_timestamp_utc,rejection_timestamp_utc,displacement_timestamp_utc,sweep_depth_adr,sweep_required_adr,displacement_body_adr,displacement_required_adr,sweep_to_entry_bars,signal_form,bb_sweep_context,family_alignment_context,base_currency_strength,quote_currency_strength,content_hash
2022-01-10T00:00:00.000Z|AUDCHF|ny|2022-01-11|LONG|2022-01-11T14:52:00.000Z|2022-01-11T14:52:00.000Z,2022-01-10T00:00:00.000Z,AUDCHF,LONG,LONG,1,-1,ny|2022-01-11,NY,2022-01-11T00:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T21:00:00.000Z,0.636022,0.042368,0.697268,0.001487,1,low,0.6,true,normal,harvestable_chop_candidate,true,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.212007,0.212007,0.636022,true,0.053002,,2022-01-11T14:52:00.000Z,2022-01-11T14:52:00.000Z,2022-01-11T14:52:00.000Z,0.05418,0.05,0.09187,0.05,0,1_BAR,false,-0.117021,-0.065812,0.117021,7799F7BDBB02274FFFB6BC3809AD629008D5EAA6D2C8F4E9F354127FD00B091E
2022-01-10T00:00:00.000Z|AUDCHF|ny|2022-01-11|LONG|2022-01-11T14:57:00.000Z|2022-01-11T14:58:00.000Z,2022-01-10T00:00:00.000Z,AUDCHF,LONG,LONG,1,-1,ny|2022-01-11,NY,2022-01-11T00:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T21:00:00.000Z,0.636022,0.042368,0.697268,0.001487,1,low,0.6,true,normal,harvestable_chop_candidate,true,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.212007,0.212007,0.636022,true,0.053002,,2022-01-11T14:57:00.000Z,2022-01-11T14:58:00.000Z,2022-01-11T14:58:00.000Z,0.065958,0.05,0.063602,0.05,1,2_BAR,false,-0.117021,-0.065812,0.117021,66D2A29836CB7D62D981F87AC164A3636BB1AFA0C04F4886C30DF77E2005E908
2022-01-10T00:00:00.000Z|AUDCHF|ny|2022-01-12|SHORT|2022-01-12T15:22:00.000Z|2022-01-12T15:23:00.000Z,2022-01-10T00:00:00.000Z,AUDCHF,LONG,SHORT,-1,1,ny|2022-01-12,NY,2022-01-12T00:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,0.482905,0.014233,0.81505,0.001487,1,low,0.6,false,normal,dead_chop_cost_churn,false,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.160968,0.2,0.6,false,0.05,,2022-01-12T15:22:00.000Z,2022-01-12T15:23:00.000Z,2022-01-12T15:23:00.000Z,0.075381,0.05,0.11307,0.05,1,2_BAR,false,0.065812,-0.065812,0.117021,980A50EB1D0149F450A29C4104954B506D744740D326BC8789A950C3081218B8
2022-01-10T00:00:00.000Z|AUDCHF|ny|2022-01-12|SHORT|2022-01-12T15:27:00.000Z|2022-01-12T15:27:00.000Z,2022-01-10T00:00:00.000Z,AUDCHF,LONG,SHORT,-1,1,ny|2022-01-12,NY,2022-01-12T00:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,0.482905,0.014233,0.81505,0.001487,1,low,0.6,false,normal,dead_chop_cost_churn,false,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.160968,0.2,0.6,false,0.05,,2022-01-12T15:27:00.000Z,2022-01-12T15:27:00.000Z,2022-01-12T15:27:00.000Z,0.075381,0.05,0.05418,0.05,0,1_BAR,false,0.065812,-0.065812,0.117021,9AA871E9F0EB5D35A3FD22AA350E54019BE7DB33EFF3867D539E671D3ACBD9BB
2022-01-10T00:00:00.000Z|AUDCHF|ny|2022-01-13|LONG|2022-01-13T15:02:00.000Z|2022-01-13T15:03:00.000Z,2022-01-10T00:00:00.000Z,AUDCHF,LONG,LONG,1,-1,ny|2022-01-13,NY,2022-01-13T00:00:00.000Z,2022-01-13T13:00:00.000Z,2022-01-13T13:00:00.000Z,2022-01-13T21:00:00.000Z,0.669,0.066552,0.760871,0.001487,1,low,0.6,true,normal,harvestable_chop_candidate,true,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.223,0.223,0.669,true,0.05575,,2022-01-13T15:02:00.000Z,2022-01-13T15:03:00.000Z,2022-01-13T15:03:00.000Z,0.07067,0.05,0.075381,0.05,1,2_BAR,false,-0.117021,-0.065812,0.117021,5A5D9D960D54D3FACBA67EA78C2DDE1122632ABC0CEB0BD6827706856646A7BC
2022-01-10T00:00:00.000Z|AUDCHF|ny|2022-01-14|LONG|2022-01-14T13:17:00.000Z|2022-01-14T13:18:00.000Z,2022-01-10T00:00:00.000Z,AUDCHF,LONG,LONG,1,-1,ny|2022-01-14,NY,2022-01-14T00:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T21:00:00.000Z,0.829185,0.043847,0.478194,0.001487,1,low,0.6,true,normal,harvestable_chop_candidate,true,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.276395,0.276395,0.829185,true,0.069099,,2022-01-14T13:17:00.000Z,2022-01-14T13:18:00.000Z,2022-01-14T13:18:00.000Z,0.084802,0.05,0.051824,0.05,1,2_BAR,false,-0.117021,-0.065812,0.117021,52C05181E6BAD1F326FAB2394FFFBF9CF8C5DEF6E886A291534736E40B4BC9E7
2022-01-10T00:00:00.000Z|AUDCHF|ny|2022-01-14|LONG|2022-01-14T14:36:00.000Z|2022-01-14T14:38:00.000Z,2022-01-10T00:00:00.000Z,AUDCHF,LONG,LONG,1,-1,ny|2022-01-14,NY,2022-01-14T00:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T21:00:00.000Z,0.829185,0.043847,0.478194,0.001487,1,low,0.6,true,normal,harvestable_chop_candidate,true,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.276395,0.276395,0.829185,true,0.069099,,2022-01-14T14:36:00.000Z,2022-01-14T14:37:00.000Z,2022-01-14T14:38:00.000Z,0.11307,0.05,0.09187,0.05,2,2_BAR,false,-0.117021,-0.065812,0.117021,98F14EEAA98A3859A2C42CCBAAE16EA33CE67CE059C8D7D8565A266006724343
2022-01-10T00:00:00.000Z|AUDJPY|ny|2022-01-14|LONG|2022-01-14T14:37:00.000Z|2022-01-14T14:38:00.000Z,2022-01-10T00:00:00.000Z,AUDJPY,LONG,LONG,1,-1,ny|2022-01-14,NY,2022-01-14T00:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T21:00:00.000Z,0.88911,0.032221,0.536289,0.011733,1,low,0.6,true,normal,harvestable_chop_candidate,true,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.29637,0.29637,0.88911,true,0.074092,,2022-01-14T14:37:00.000Z,2022-01-14T14:38:00.000Z,2022-01-14T14:38:00.000Z,0.096225,0.05,0.051319,0.05,1,2_BAR,false,-1.458613,-0.065812,1.458613,E4650B2A6F592C88F2B1754AE18F6AC1E0A7585DF28EEDB2E25528FC331FCEA5
2022-01-10T00:00:00.000Z|AUDJPY|ny|2022-01-14|LONG|2022-01-14T14:55:00.000Z|2022-01-14T14:56:00.000Z,2022-01-10T00:00:00.000Z,AUDJPY,LONG,LONG,1,-1,ny|2022-01-14,NY,2022-01-14T00:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T21:00:00.000Z,0.88911,0.032221,0.536289,0.011733,1,low,0.6,true,normal,harvestable_chop_candidate,true,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.29637,0.29637,0.88911,true,0.074092,,2022-01-14T14:55:00.000Z,2022-01-14T14:56:00.000Z,2022-01-14T14:56:00.000Z,0.059018,0.05,0.07313,0.05,1,2_BAR,false,-1.458613,-0.065812,1.458613,88D69BAB8FAA8B39B9DF5797841D8F68E39A1FAD1ED77C8B117694A3CD825394
2022-01-10T00:00:00.000Z|AUDNZD|ny|2022-01-11|SHORT|2022-01-11T18:36:00.000Z|2022-01-11T18:37:00.000Z,2022-01-10T00:00:00.000Z,AUDNZD,SHORT,SHORT,1,-1,ny|2022-01-11,NY,2022-01-11T00:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T21:00:00.000Z,0.514286,0.037394,0.514286,0.00011,1,low,0.6,false,normal,dead_chop_cost_churn,false,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.171429,0.2,0.6,false,0.05,,2022-01-11T18:36:00.000Z,2022-01-11T18:37:00.000Z,2022-01-11T18:37:00.000Z,0.074111,0.05,0.060636,0.05,1,2_BAR,true,-0.078866,-0.065812,-0.078866,C88C292999818F32D09DFB582889D41AC63BFB73D8F2D68479F20332F92F2204
2022-01-10T00:00:00.000Z|AUDNZD|ny|2022-01-12|SHORT|2022-01-12T13:36:00.000Z|2022-01-12T13:37:00.000Z,2022-01-10T00:00:00.000Z,AUDNZD,SHORT,SHORT,1,-1,ny|2022-01-12,NY,2022-01-12T00:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,0.563693,0.032748,0.572676,0.00011,1,low,0.6,false,normal,dead_chop_cost_churn,false,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.187898,0.2,0.6,false,0.05,,2022-01-12T13:36:00.000Z,2022-01-12T13:37:00.000Z,2022-01-12T13:37:00.000Z,0.056145,0.05,0.062882,0.05,1,2_BAR,true,-0.078866,-0.065812,-0.078866,77CAC6630EE0F47DA7AAE278DA02C4A07254ECA7990EC697F5B8C81B64A0715B
2022-01-10T00:00:00.000Z|AUDNZD|ny|2022-01-12|SHORT|2022-01-12T13:37:00.000Z|2022-01-12T13:37:00.000Z,2022-01-10T00:00:00.000Z,AUDNZD,SHORT,SHORT,1,-1,ny|2022-01-12,NY,2022-01-12T00:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,0.563693,0.032748,0.572676,0.00011,1,low,0.6,false,normal,dead_chop_cost_churn,false,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.187898,0.2,0.6,false,0.05,,2022-01-12T13:37:00.000Z,2022-01-12T13:37:00.000Z,2022-01-12T13:37:00.000Z,0.069619,0.05,0.062882,0.05,0,1_BAR,true,-0.078866,-0.065812,-0.078866,DEC529ED0D146F3DDF637AF42B76BFAD2082701B7F1546617F3DD35F3E8EB9C1
2022-01-10T00:00:00.000Z|AUDNZD|asia_london|2022-01-13|LONG|2022-01-13T00:58:00.000Z|2022-01-13T00:59:00.000Z,2022-01-10T00:00:00.000Z,AUDNZD,SHORT,LONG,-1,1,asia_london|2022-01-13,ASIA_LONDON,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,2022-01-13T00:00:00.000Z,2022-01-13T13:00:00.000Z,0.572676,0.043171,0.538989,0.00011,1,low,0.6,false,normal,dead_chop_cost_churn,false,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.190892,0.2,0.6,false,0.05,,2022-01-13T00:58:00.000Z,2022-01-13T00:59:00.000Z,2022-01-13T00:59:00.000Z,0.060636,0.05,0.071866,0.05,1,2_BAR,false,-0.065812,-0.065812,-0.078866,3B333AC6060728D6DEE49A74F3AEE028481282F37AB5B2358C9F68EF9D88A7A1
2022-01-10T00:00:00.000Z|AUDNZD|ny|2022-01-14|LONG|2022-01-14T13:36:00.000Z|2022-01-14T13:37:00.000Z,2022-01-10T00:00:00.000Z,AUDNZD,SHORT,LONG,-1,1,ny|2022-01-14,NY,2022-01-14T00:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T21:00:00.000Z,0.464878,0.017789,0.473862,0.00011,1,low,0.6,false,normal,dead_chop_cost_churn,false,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.154959,0.2,0.6,false,0.05,,2022-01-14T13:36:00.000Z,2022-01-14T13:37:00.000Z,2022-01-14T13:37:00.000Z,0.065128,0.05,0.060636,0.05,1,2_BAR,false,-0.065812,-0.065812,-0.078866,7850780588E2AC8BD93FAC2DF968149EF0B4685E218804C183700A75D8FFC63C
2022-01-10T00:00:00.000Z|AUDNZD|ny|2022-01-14|LONG|2022-01-14T13:37:00.000Z|2022-01-14T13:37:00.000Z,2022-01-10T00:00:00.000Z,AUDNZD,SHORT,LONG,-1,1,ny|2022-01-14,NY,2022-01-14T00:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T21:00:00.000Z,0.464878,0.017789,0.473862,0.00011,1,low,0.6,false,normal,dead_chop_cost_churn,false,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.154959,0.2,0.6,false,0.05,,2022-01-14T13:37:00.000Z,2022-01-14T13:37:00.000Z,2022-01-14T13:37:00.000Z,0.053899,0.05,0.060636,0.05,0,1_BAR,false,-0.065812,-0.065812,-0.078866,D039F1B54AC1DE80E068A73F1F235A2C93C47A4698FC7E51AECD7FCA52467A6E
2022-01-10T00:00:00.000Z|AUDUSD|ny|2022-01-11|LONG|2022-01-11T15:00:00.000Z|2022-01-11T15:01:00.000Z,2022-01-10T00:00:00.000Z,AUDUSD,LONG,LONG,1,-1,ny|2022-01-11,NY,2022-01-11T00:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T21:00:00.000Z,0.50256,0.097066,1.027963,0.010181,1,low,0.6,false,normal,dead_chop_cost_churn,false,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.16752,0.2,0.6,false,0.05,,2022-01-11T15:00:00.000Z,2022-01-11T15:01:00.000Z,2022-01-11T15:01:00.000Z,0.084346,0.05,0.133547,0.05,1,2_BAR,false,-0.065812,-0.065812,-1.390442,5F21746C7A59CA28A7CF6E44A8BF74FAB5CDCE0CDEA593E9CCD9132410018F5A
2022-01-10T00:00:00.000Z|AUDUSD|ny|2022-01-11|LONG|2022-01-11T15:01:00.000Z|2022-01-11T15:01:00.000Z,2022-01-10T00:00:00.000Z,AUDUSD,LONG,LONG,1,-1,ny|2022-01-11,NY,2022-01-11T00:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T21:00:00.000Z,0.50256,0.097066,1.027963,0.010181,1,low,0.6,false,normal,dead_chop_cost_churn,false,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.16752,0.2,0.6,false,0.05,,2022-01-11T15:01:00.000Z,2022-01-11T15:01:00.000Z,2022-01-11T15:01:00.000Z,0.079074,0.05,0.133547,0.05,0,1_BAR,false,-0.065812,-0.065812,-1.390442,A2B938AA7D99498C0A4BAE1B1DCFBAE2B08A7D8392138AA5B30601BD61CFBD7D
2022-01-10T00:00:00.000Z|AUDUSD|ny|2022-01-14|LONG|2022-01-14T13:40:00.000Z|2022-01-14T13:41:00.000Z,2022-01-10T00:00:00.000Z,AUDUSD,LONG,LONG,1,-1,ny|2022-01-14,NY,2022-01-14T00:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T21:00:00.000Z,0.820614,0.055555,0.4147,0.010181,1,low,0.6,true,normal,harvestable_chop_candidate,true,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.273538,0.273538,0.820614,true,0.068384,,2022-01-14T13:40:00.000Z,2022-01-14T13:41:00.000Z,2022-01-14T13:41:00.000Z,0.110703,0.05,0.070288,0.05,1,2_BAR,false,-0.065812,-0.065812,-1.390442,4DA12C8D3ACBE85B7E721E4B77338081764463F357244F323434347F5D877C5D
2022-01-10T00:00:00.000Z|AUDUSD|ny|2022-01-14|LONG|2022-01-14T13:41:00.000Z|2022-01-14T13:41:00.000Z,2022-01-10T00:00:00.000Z,AUDUSD,LONG,LONG,1,-1,ny|2022-01-14,NY,2022-01-14T00:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T21:00:00.000Z,0.820614,0.055555,0.4147,0.010181,1,low,0.6,true,normal,harvestable_chop_candidate,true,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.273538,0.273538,0.820614,true,0.068384,,2022-01-14T13:41:00.000Z,2022-01-14T13:41:00.000Z,2022-01-14T13:41:00.000Z,0.070288,0.05,0.070288,0.05,0,1_BAR,false,-0.065812,-0.065812,-1.390442,312CD12726A7B5A1A2B2F6DF8C4742E4B5C5CA87DB93CF9178BDE7D7B42EF844
2022-01-10T00:00:00.000Z|AUDUSD|ny|2022-01-14|LONG|2022-01-14T14:37:00.000Z|2022-01-14T14:38:00.000Z,2022-01-10T00:00:00.000Z,AUDUSD,LONG,LONG,1,-1,ny|2022-01-14,NY,2022-01-14T00:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T21:00:00.000Z,0.820614,0.055555,0.4147,0.010181,1,low,0.6,true,normal,harvestable_chop_candidate,true,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.273538,0.273538,0.820614,true,0.068384,,2022-01-14T14:37:00.000Z,2022-01-14T14:38:00.000Z,2022-01-14T14:38:00.000Z,0.077317,0.05,0.057987,0.05,1,2_BAR,false,-0.065812,-0.065812,-1.390442,644B3B5EE4FB92A4FE6C2BDB57F3BC5EAC9139C973B67BCEA9924BFA94F90D0D
