row_key,question_scope,week_open_utc,pair,candidate_b_side,box_model,session_id,session_label,range_start_utc,range_end_utc,entry_start_utc,entry_end_utc,session_range_adr,pe_m1_1_session,pe_adr_event_1_session,entry_range_adr,range_condition_pass,geometry_regime_m1,geometry_harvestable_candidate_m1,archived_utc_trigger_candidates,centerline_only_blocked_candidate,centerline_only_diagnostic_status,neutral_alignment_allow_distance_adr,neutral_alignment_penalty_distance_adr,pair_heat,account_heat,selected_heat,heat_formula,profit_stop_mode,pe_m1_5_session_avg,pe_m1_fast_slow_ema,content_hash
2022-01-10T00:00:00.000Z|AUDCAD|ny_clean_et|ny_clean_evening|2022-01-12,path_efficiency_box_heat_alignment_centerline,2022-01-10T00:00:00.000Z,AUDCAD,LONG,ny_clean_et,ny_clean_evening|2022-01-12,ASIA_LONDON,2022-01-12T13:00:00.000Z,2022-01-12T20:45:00.000Z,2022-01-12T23:05:00.000Z,2022-01-13T13:00:00.000Z,1.295216,0.005358,0.008929,0.512905,true,harvestable_chop_candidate,true,0,true,blocked_diagnostic_only,0.3,0.375,1,1,1,max_pair_account,receipt_only,0.046372,0.007249,EDD4749B7C5866C48BA71CC4E300B560C29E72AB4508DF1E6C29090B4A8C2DAB
2022-01-10T00:00:00.000Z|AUDCAD|ny_clean_et|ny_clean_morning|2022-01-13,path_efficiency_box_heat_alignment_centerline,2022-01-10T00:00:00.000Z,AUDCAD,LONG,ny_clean_et,ny_clean_morning|2022-01-13,NY,2022-01-12T23:05:00.000Z,2022-01-13T13:00:00.000Z,2022-01-13T13:00:00.000Z,2022-01-13T20:45:00.000Z,0.512905,0.000519,0.00738,0.324667,false,dead_chop_cost_churn,false,0,false,not_applicable,0.2,0.25,1,1,1,max_pair_account,receipt_only,0.035541,-0.003906,D2EE772B7A0371E32C9CC2236DC7E3A3C22B81F11FBC32890B2923F1A657E13C
2022-01-10T00:00:00.000Z|AUDCAD|ny_clean_et|ny_clean_evening|2022-01-13,path_efficiency_box_heat_alignment_centerline,2022-01-10T00:00:00.000Z,AUDCAD,LONG,ny_clean_et,ny_clean_evening|2022-01-13,ASIA_LONDON,2022-01-13T13:00:00.000Z,2022-01-13T20:45:00.000Z,2022-01-13T23:05:00.000Z,2022-01-14T13:00:00.000Z,0.324667,0.065547,0.195344,0.740863,false,dead_chop_cost_churn,false,0,false,not_applicable,0.2,0.25,1,1,1,max_pair_account,receipt_only,0.047112,0.004972,C86CB325528E82EDB67D887DF863A2D87AA2F153457662E13CA88058EC8A6BE9
2022-01-10T00:00:00.000Z|AUDCAD|ny_clean_et|ny_clean_morning|2022-01-14,path_efficiency_box_heat_alignment_centerline,2022-01-10T00:00:00.000Z,AUDCAD,LONG,ny_clean_et,ny_clean_morning|2022-01-14,NY,2022-01-13T23:05:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T20:45:00.000Z,0.740863,0.000897,0.006833,0.348845,true,harvestable_chop_candidate,true,0,true,blocked_diagnostic_only,0.246954,0.308693,1,1,1,max_pair_account,receipt_only,0.041274,-0.005224,DD950209A2C96912EA119D6D3A345945EFCCEBAFA2DFA61E2C5905E17E720068
2022-01-10T00:00:00.000Z|AUDCHF|archived_utc|ny|2022-01-10,path_efficiency_box_heat_alignment_centerline,2022-01-10T00:00:00.000Z,AUDCHF,LONG,archived_utc,ny|2022-01-10,NY,2022-01-10T00:00:00.000Z,2022-01-10T13:00:00.000Z,2022-01-10T13:00:00.000Z,2022-01-10T21:00:00.000Z,0.888075,0.066729,0.130476,0.965811,true,harvestable_chop_candidate,true,1,false,not_applicable,0.296025,0.370031,1,1,1,max_pair_account,receipt_only,0.066729,0,2746EAB71959741A1620FA4AF49C12B3A91F818E01F746FD62F39F1DD2AAD6FB
2022-01-10T00:00:00.000Z|AUDCHF|archived_utc|asia_london|2022-01-11,path_efficiency_box_heat_alignment_centerline,2022-01-10T00:00:00.000Z,AUDCHF,LONG,archived_utc,asia_london|2022-01-11,ASIA_LONDON,2022-01-10T13:00:00.000Z,2022-01-10T21:00:00.000Z,2022-01-11T00:00:00.000Z,2022-01-11T13:00:00.000Z,0.965811,0.022222,0.054286,0.636022,true,harvestable_chop_candidate,true,0,true,blocked_diagnostic_only,0.3,0.375,1,1,1,max_pair_account,receipt_only,0.044476,-0.010597,4BEDA79D642EDD70FF406F12249A22CFD5C38EE663F823B2220600C8004A166F
2022-01-10T00:00:00.000Z|AUDCHF|archived_utc|ny|2022-01-11,path_efficiency_box_heat_alignment_centerline,2022-01-10T00:00:00.000Z,AUDCHF,LONG,archived_utc,ny|2022-01-11,NY,2022-01-11T00:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T21:00:00.000Z,0.636022,0.042368,0.093567,0.697268,true,harvestable_chop_candidate,true,3,false,not_applicable,0.212007,0.265009,1,1,1,max_pair_account,receipt_only,0.043773,-0.011856,BCAF6EED8A156391C57387B7BA38F23F697A52C35E8ED60ABAAD463D114F9F95
2022-01-10T00:00:00.000Z|AUDCHF|archived_utc|asia_london|2022-01-12,path_efficiency_box_heat_alignment_centerline,2022-01-10T00:00:00.000Z,AUDCHF,LONG,archived_utc,asia_london|2022-01-12,ASIA_LONDON,2022-01-11T13:00:00.000Z,2022-01-11T21:00:00.000Z,2022-01-12T00:00:00.000Z,2022-01-12T13:00:00.000Z,0.697268,0.006718,0.011688,0.482905,true,harvestable_chop_candidate,true,0,true,blocked_diagnostic_only,0.232423,0.290529,1,1,1,max_pair_account,receipt_only,0.034509,-0.020727,74028ACF77CE7A329D120410E2C64191F08B683252082C51E913CAD8A5B3B606
2022-01-10T00:00:00.000Z|AUDCHF|archived_utc|ny|2022-01-12,path_efficiency_box_heat_alignment_centerline,2022-01-10T00:00:00.000Z,AUDCHF,LONG,archived_utc,ny|2022-01-12,NY,2022-01-12T00:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,0.482905,0.014233,0.031217,0.81505,false,dead_chop_cost_churn,false,2,false,not_applicable,0.2,0.25,1,1,1,max_pair_account,receipt_only,0.030454,-0.02363,4D64B863E4099632B5DA1199F3017264FA82147E65ECDCED2DB20AF46703609F
2022-01-10T00:00:00.000Z|AUDCHF|archived_utc|asia_london|2022-01-13,path_efficiency_box_heat_alignment_centerline,2022-01-10T00:00:00.000Z,AUDCHF,LONG,archived_utc,asia_london|2022-01-13,ASIA_LONDON,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,2022-01-13T00:00:00.000Z,2022-01-13T13:00:00.000Z,0.81505,0.006414,0.018142,0.669,true,harvestable_chop_candidate,true,0,true,blocked_diagnostic_only,0.271683,0.339604,1,1,1,max_pair_account,receipt_only,0.018391,-0.026493,AC9B6C3F48F2A6D144977E66DFAFF7427DAA463F7F2FFCEAB823ACCFCBCECB45
2022-01-10T00:00:00.000Z|AUDCHF|archived_utc|ny|2022-01-13,path_efficiency_box_heat_alignment_centerline,2022-01-10T00:00:00.000Z,AUDCHF,LONG,archived_utc,ny|2022-01-13,NY,2022-01-13T00:00:00.000Z,2022-01-13T13:00:00.000Z,2022-01-13T13:00:00.000Z,2022-01-13T21:00:00.000Z,0.669,0.066552,0.149968,0.760871,true,harvestable_chop_candidate,true,1,false,not_applicable,0.223,0.27875,1,1,1,max_pair_account,receipt_only,0.027257,-0.01306,8A394C7F60A72BD3E92A80477B48CAAE3794915993459760E4DE7ADC94DBD766
2022-01-10T00:00:00.000Z|AUDCHF|archived_utc|asia_london|2022-01-14,path_efficiency_box_heat_alignment_centerline,2022-01-10T00:00:00.000Z,AUDCHF,LONG,archived_utc,asia_london|2022-01-14,ASIA_LONDON,2022-01-13T13:00:00.000Z,2022-01-13T21:00:00.000Z,2022-01-14T00:00:00.000Z,2022-01-14T13:00:00.000Z,0.760871,0.050908,0.111799,0.829185,true,harvestable_chop_candidate,true,0,true,blocked_diagnostic_only,0.253624,0.31703,1,1,1,max_pair_account,receipt_only,0.028965,-0.008268,148ECC4C80C344C3B113511F7D9AF6C99AA8306F28AC749DF984B00A75C16773
2022-01-10T00:00:00.000Z|AUDCHF|archived_utc|ny|2022-01-14,path_efficiency_box_heat_alignment_centerline,2022-01-10T00:00:00.000Z,AUDCHF,LONG,archived_utc,ny|2022-01-14,NY,2022-01-14T00:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T21:00:00.000Z,0.829185,0.043847,0.070608,0.478194,true,harvestable_chop_candidate,true,2,false,not_applicable,0.276395,0.345494,1,1,1,max_pair_account,receipt_only,0.036391,-0.006796,1B5339295DEB4284844FEE6CC62A548D81914431EE8476BE039C563877D3760E
2022-01-10T00:00:00.000Z|AUDCHF|ny_clean_et|ny_clean_morning|2022-01-10,path_efficiency_box_heat_alignment_centerline,2022-01-10T00:00:00.000Z,AUDCHF,LONG,ny_clean_et,ny_clean_morning|2022-01-10,NY,2022-01-09T23:05:00.000Z,2022-01-10T13:00:00.000Z,2022-01-10T13:00:00.000Z,2022-01-10T20:45:00.000Z,0.888075,0.058095,0.121371,0.930476,true,harvestable_chop_candidate,true,0,true,blocked_diagnostic_only,0.296025,0.370031,1,1,1,max_pair_account,receipt_only,0.058095,0,ADC70D5F343BBE344818EE4F92D3ACAE5F445C442935B91B510C25196E211420
2022-01-10T00:00:00.000Z|AUDCHF|ny_clean_et|ny_clean_evening|2022-01-10,path_efficiency_box_heat_alignment_centerline,2022-01-10T00:00:00.000Z,AUDCHF,LONG,ny_clean_et,ny_clean_evening|2022-01-10,ASIA_LONDON,2022-01-10T13:00:00.000Z,2022-01-10T20:45:00.000Z,2022-01-10T23:05:00.000Z,2022-01-11T13:00:00.000Z,0.930476,0.016382,0.038809,0.636022,true,harvestable_chop_candidate,true,0,true,blocked_diagnostic_only,0.3,0.375,1,1,1,max_pair_account,receipt_only,0.037239,-0.009932,F90173B10C81376FB57591E186E5658FD3FE43B589FF49CF9462462C523D03F9
2022-01-10T00:00:00.000Z|AUDCHF|ny_clean_et|ny_clean_morning|2022-01-11,path_efficiency_box_heat_alignment_centerline,2022-01-10T00:00:00.000Z,AUDCHF,LONG,ny_clean_et,ny_clean_morning|2022-01-11,NY,2022-01-10T23:05:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T20:45:00.000Z,0.636022,0.040165,0.093567,0.697268,true,harvestable_chop_candidate,true,0,true,blocked_diagnostic_only,0.212007,0.265009,1,1,1,max_pair_account,receipt_only,0.038214,-0.009944,CCE970C4BDE9B91AAC2F435BEB3F462C9A0489FA2BECF7F39553F20CFE7A79C5
2022-01-10T00:00:00.000Z|AUDCHF|ny_clean_et|ny_clean_evening|2022-01-11,path_efficiency_box_heat_alignment_centerline,2022-01-10T00:00:00.000Z,AUDCHF,LONG,ny_clean_et,ny_clean_evening|2022-01-11,ASIA_LONDON,2022-01-11T13:00:00.000Z,2022-01-11T20:45:00.000Z,2022-01-11T23:05:00.000Z,2022-01-12T13:00:00.000Z,0.697268,0.009967,0.021519,0.482905,true,harvestable_chop_candidate,true,0,true,blocked_diagnostic_only,0.232423,0.290529,1,1,1,max_pair_account,receipt_only,0.031152,-0.016826,043FC3F74F44D83A5E243617D807513343F73EB3B5A339B2CCAF6A90C60C9B01
2022-01-10T00:00:00.000Z|AUDCHF|ny_clean_et|ny_clean_morning|2022-01-12,path_efficiency_box_heat_alignment_centerline,2022-01-10T00:00:00.000Z,AUDCHF,LONG,ny_clean_et,ny_clean_morning|2022-01-12,NY,2022-01-11T23:05:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T20:45:00.000Z,0.482905,0.017704,0.031217,0.81505,false,dead_chop_cost_churn,false,0,false,not_applicable,0.2,0.25,1,1,1,max_pair_account,receipt_only,0.028463,-0.018601,F3C3B82975CCEBAE7067735C070D2B0F28C3FF307E13BCEE24BB412E15AA034C
2022-01-10T00:00:00.000Z|AUDCHF|ny_clean_et|ny_clean_evening|2022-01-12,path_efficiency_box_heat_alignment_centerline,2022-01-10T00:00:00.000Z,AUDCHF,LONG,ny_clean_et,ny_clean_evening|2022-01-12,ASIA_LONDON,2022-01-12T13:00:00.000Z,2022-01-12T20:45:00.000Z,2022-01-12T23:05:00.000Z,2022-01-13T13:00:00.000Z,0.81505,0.009356,0.026206,0.669,true,harvestable_chop_candidate,true,0,true,blocked_diagnostic_only,0.271683,0.339604,1,1,1,max_pair_account,receipt_only,0.018715,-0.021068,B2537139B567E4A5E47CDD07DD6AA06B8998A41D00D53F6AF55B5DE077488C80
2022-01-10T00:00:00.000Z|AUDCHF|ny_clean_et|ny_clean_morning|2022-01-13,path_efficiency_box_heat_alignment_centerline,2022-01-10T00:00:00.000Z,AUDCHF,LONG,ny_clean_et,ny_clean_morning|2022-01-13,NY,2022-01-12T23:05:00.000Z,2022-01-13T13:00:00.000Z,2022-01-13T13:00:00.000Z,2022-01-13T20:45:00.000Z,0.669,0.056113,0.124836,0.727892,true,harvestable_chop_candidate,true,0,true,blocked_diagnostic_only,0.223,0.27875,1,1,1,max_pair_account,receipt_only,0.026661,-0.010755,AA4E726089B8CB6B6803994565828A6E5FDDD4F4B67F6D3802E2730739DF8267
2022-01-10T00:00:00.000Z|AUDCHF|ny_clean_et|ny_clean_evening|2022-01-13,path_efficiency_box_heat_alignment_centerline,2022-01-10T00:00:00.000Z,AUDCHF,LONG,ny_clean_et,ny_clean_evening|2022-01-13,ASIA_LONDON,2022-01-13T13:00:00.000Z,2022-01-13T20:45:00.000Z,2022-01-13T23:05:00.000Z,2022-01-14T13:00:00.000Z,0.727892,0.048161,0.108241,0.829185,true,harvestable_chop_candidate,true,0,true,blocked_diagnostic_only,0.242631,0.303289,1,1,1,max_pair_account,receipt_only,0.02826,-0.006087,705EC287342CD4325F426375BE7F0C813E9ADFE2032AE43DD09EF5D4F7E82C50
2022-01-10T00:00:00.000Z|AUDCHF|ny_clean_et|ny_clean_morning|2022-01-14,path_efficiency_box_heat_alignment_centerline,2022-01-10T00:00:00.000Z,AUDCHF,LONG,ny_clean_et,ny_clean_morning|2022-01-14,NY,2022-01-13T23:05:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T20:45:00.000Z,0.829185,0.043847,0.070608,0.478194,true,harvestable_chop_candidate,true,0,true,blocked_diagnostic_only,0.276395,0.345494,1,1,1,max_pair_account,receipt_only,0.035036,-0.004105,50AF84794240E7FD585350AD2E4652FAA71326B576BCFF07CBD4118F3EAB78CF
2022-01-10T00:00:00.000Z|AUDJPY|archived_utc|ny|2022-01-10,path_efficiency_box_heat_alignment_centerline,2022-01-10T00:00:00.000Z,AUDJPY,LONG,archived_utc,ny|2022-01-10,NY,2022-01-10T00:00:00.000Z,2022-01-10T13:00:00.000Z,2022-01-10T13:00:00.000Z,2022-01-10T21:00:00.000Z,0.85447,0.000178,0.001339,0.660739,true,harvestable_chop_candidate,true,0,true,blocked_diagnostic_only,0.284823,0.356029,1,1,1,max_pair_account,receipt_only,0.000178,0,35C2E287D9B97D091C032910BDB550D4A61769792A4609F003B8EBE00BF9EBD5
2022-01-10T00:00:00.000Z|AUDJPY|archived_utc|asia_london|2022-01-11,path_efficiency_box_heat_alignment_centerline,2022-01-10T00:00:00.000Z,AUDJPY,LONG,archived_utc,asia_london|2022-01-11,ASIA_LONDON,2022-01-10T13:00:00.000Z,2022-01-10T21:00:00.000Z,2022-01-11T00:00:00.000Z,2022-01-11T13:00:00.000Z,0.660739,0.006945,0.016818,0.57991,true,harvestable_chop_candidate,true,0,true,blocked_diagnostic_only,0.220246,0.275308,1,1,1,max_pair_account,receipt_only,0.003562,0.001611,35FE94A66732875005BD2D35F4123716C6647088D87C5E5B98A4976F95508ED3
2022-01-10T00:00:00.000Z|AUDJPY|archived_utc|ny|2022-01-11,path_efficiency_box_heat_alignment_centerline,2022-01-10T00:00:00.000Z,AUDJPY,LONG,archived_utc,ny|2022-01-11,NY,2022-01-11T00:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T21:00:00.000Z,0.57991,0.058431,0.162743,0.673569,false,dead_chop_cost_churn,false,0,false,not_applicable,0.2,0.25,1,1,1,max_pair_account,receipt_only,0.021851,0.01479,040449E2D6065037ABB17896E25EB516635EFBF9C2A81672256E138242DB2A78
2022-01-10T00:00:00.000Z|AUDJPY|archived_utc|asia_london|2022-01-12,path_efficiency_box_heat_alignment_centerline,2022-01-10T00:00:00.000Z,AUDJPY,LONG,archived_utc,asia_london|2022-01-12,ASIA_LONDON,2022-01-11T13:00:00.000Z,2022-01-11T21:00:00.000Z,2022-01-12T00:00:00.000Z,2022-01-12T13:00:00.000Z,0.673569,0.018868,0.05068,0.354105,true,harvestable_chop_candidate,true,0,true,blocked_diagnostic_only,0.224523,0.280654,1,1,1,max_pair_account,receipt_only,0.021106,0.012851,5E69F3E912CB34E6E3C4A989D8DD6C7AEFAAEEA86F7FE4820F15CF0D89D1D086
2022-01-10T00:00:00.000Z|AUDJPY|archived_utc|ny|2022-01-12,path_efficiency_box_heat_alignment_centerline,2022-01-10T00:00:00.000Z,AUDJPY,LONG,archived_utc,ny|2022-01-12,NY,2022-01-12T00:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,0.354105,0.038482,0.091613,0.595307,false,dead_chop_cost_churn,false,0,false,not_applicable,0.2,0.25,1,1,1,max_pair_account,receipt_only,0.024581,0.015942,CDCF9D615AA81A5A1E3F5AE951102A9D25BD0C7A9E06C12DBB04E915D050C585
2022-01-10T00:00:00.000Z|AUDJPY|archived_utc|asia_london|2022-01-13,path_efficiency_box_heat_alignment_centerline,2022-01-10T00:00:00.000Z,AUDJPY,LONG,archived_utc,asia_london|2022-01-13,ASIA_LONDON,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,2022-01-13T00:00:00.000Z,2022-01-13T13:00:00.000Z,0.595307,0.015094,0.03321,0.513195,false,dead_chop_cost_churn,false,0,false,not_applicable,0.2,0.25,1,1,1,max_pair_account,receipt_only,0.027564,0.011733,3CB610132B22875925971FF81DB465A68054A02384AB0CC857EB478F023CBC36
