variant_id,activation_rule_id,cycle_id,pair,side,close_reason,start_timestamp_utc,close_timestamp_utc,anchor_week_open_utc,fill_count,adverse_fill_count,expansion_fill_count,price_pnl_adr,price_pnl_usd,commission_usd,swap_usd,net_usd,min_pnl_adr,max_pnl_adr,reset_ordinal_at_start,completed_reset_ordinal,max_fill_age_days,cycle_spacing_adr,triangle_trigger_key,content_hash
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0,triangle_v0,RAW_GRID_T100_S020_GATE90_TRIANGLE_V0|AUDCHF|LONG|1,AUDCHF,LONG,target,2022-01-11T14:52:00.000Z,2022-01-11T15:31:00.000Z,2022-01-10T00:00:00.000Z,1,0,0,0.253045,1.080002,-0.06,-0.002484,1.017518,-0.035145,0.253045,0,1,0.027083,0.212007,2022-01-10T00:00:00.000Z|AUDCHF|ny|2022-01-11|LONG|2022-01-11T14:51:00.000Z|2022-01-11T14:52:00.000Z,35A9A04716B899C699135F578C597E45DE6DB5E353E60920DE3050C900A1FD13
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0,triangle_v0,RAW_GRID_T100_S020_GATE90_TRIANGLE_V0|AUDCHF|LONG|2,AUDCHF,LONG,target,2022-01-11T15:50:00.000Z,2022-01-11T16:05:00.000Z,2022-01-10T00:00:00.000Z,1,0,0,0.224901,0.96,-0.06,-0.000955,0.899045,0,0.224901,1,2,0.010417,0.212007,2022-01-10T00:00:00.000Z|AUDCHF|ny|2022-01-11|LONG|2022-01-11T14:57:00.000Z|2022-01-11T14:58:00.000Z,7FAE9E09A953982E62A0D5604F81252B57214F220410DD1261F5F22584CDACDF
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0,triangle_v0,RAW_GRID_T100_S020_GATE90_TRIANGLE_V0|AUDCHF|LONG|3,AUDCHF,LONG,session_flatten,2022-01-13T15:03:00.000Z,2022-01-13T21:00:00.000Z,2022-01-10T00:00:00.000Z,3,2,0,-0.680919,-2.910004,-0.18,-0.058013,-3.148017,-0.772262,0.274683,2,,0.247917,0.223,2022-01-10T00:00:00.000Z|AUDCHF|ny|2022-01-13|LONG|2022-01-13T15:02:00.000Z|2022-01-13T15:03:00.000Z,F357FE37581A06FC57988E7CA1195333BF04A976994CED780C0E97B0B583DDCA
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0,triangle_v0,RAW_GRID_T100_S020_GATE90_TRIANGLE_V0|AUDCHF|LONG|4,AUDCHF,LONG,session_flatten,2022-01-14T14:38:00.000Z,2022-01-17T01:00:00.000Z,2022-01-10T00:00:00.000Z,1,0,0,-0.257373,-1.14,-0.06,-0.223009,-1.423009,-0.266098,0.162485,2,,2.431944,0.276395,2022-01-10T00:00:00.000Z|AUDCHF|ny|2022-01-14|LONG|2022-01-14T14:36:00.000Z|2022-01-14T14:38:00.000Z,9F846FBAA2F8A2801DB22421958ECF2C40E987B010B01ECBC913F90E594B6123
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0,triangle_v0,RAW_GRID_T100_S020_GATE90_TRIANGLE_V0|AUDCHF|LONG|5,AUDCHF,LONG,session_flatten,2022-01-26T20:11:00.000Z,2022-01-26T21:00:00.000Z,2022-01-24T00:00:00.000Z,1,0,0,0.266949,1.380002,-0.06,-0.00312,1.316881,-0.019344,0.429439,2,,0.034028,0.285875,2022-01-24T00:00:00.000Z|AUDCHF|ny|2022-01-26|LONG|2022-01-26T20:10:00.000Z|2022-01-26T20:11:00.000Z,68FA628907CED7954566F3656E84817D70A2D13FD6C46A4FC9F6739566865FEC
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0,triangle_v0,RAW_GRID_T100_S020_GATE90_TRIANGLE_V0|AUDCHF|SHORT|6,AUDCHF,SHORT,session_flatten,2022-02-25T15:00:00.000Z,2022-02-28T01:00:00.000Z,2022-02-21T00:00:00.000Z,1,0,0,0.626677,4.029997,-0.06,0.024167,3.994164,-0.289695,0.626677,0,,2.416667,0.3,2022-02-21T00:00:00.000Z|AUDCHF|ny|2022-02-25|SHORT|2022-02-25T14:59:00.000Z|2022-02-25T15:00:00.000Z,ACF89028779DB395A74A53730C73C1308F510D1B93E0E37FDC187A098631B685
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0,triangle_v0,RAW_GRID_T100_S020_GATE90_TRIANGLE_V0|AUDCHF|LONG|7,AUDCHF,LONG,target,2022-03-15T07:20:00.000Z,2022-03-15T08:25:00.000Z,2022-03-13T23:00:00.000Z,1,0,0,0.281966,1.969998,-0.06,-0.004139,1.905859,0,0.281966,2,3,0.045139,0.210229,2022-03-13T23:00:00.000Z|AUDCHF|asia_london|2022-03-15|LONG|2022-03-15T07:19:00.000Z|2022-03-15T07:20:00.000Z,EFF6CD50711473AD8E4CFC3ABEEFD7737BA63B309FC6A111D407686A96D2DD6B
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0,triangle_v0,RAW_GRID_T100_S020_GATE90_TRIANGLE_V0|AUDCHF|LONG|8,AUDCHF,LONG,target,2022-03-15T09:23:00.000Z,2022-03-15T10:05:00.000Z,2022-03-13T23:00:00.000Z,1,0,0,0.201832,1.410006,-0.06,-0.002675,1.347332,0,0.201832,3,4,0.029167,0.210229,2022-03-13T23:00:00.000Z|AUDCHF|asia_london|2022-03-15|LONG|2022-03-15T07:19:00.000Z|2022-03-15T07:20:00.000Z,E0C3A7841EE11F0200DC49063345592D61F1F837BBAC31720F701EA10E240D62
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0,triangle_v0,RAW_GRID_T100_S020_GATE90_TRIANGLE_V0|AUDCHF|LONG|9,AUDCHF,LONG,target,2022-05-10T02:29:00.000Z,2022-05-10T05:11:00.000Z,2022-05-08T23:00:00.000Z,1,0,0,0.317725,2.679999,-0.06,-0.010316,2.609683,0,0.317725,4,5,0.1125,0.273131,2022-05-08T23:00:00.000Z|AUDCHF|asia_london|2022-05-10|LONG|2022-05-10T02:28:00.000Z|2022-05-10T02:29:00.000Z,999C3486287E78B8180A674E755B40BEB0D1E50A9EE04BB8731238B5BC4E41F7
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0,triangle_v0,RAW_GRID_T100_S020_GATE90_TRIANGLE_V0|AUDCHF|LONG|10,AUDCHF,LONG,target,2022-05-10T07:50:00.000Z,2022-05-10T08:34:00.000Z,2022-05-08T23:00:00.000Z,1,0,0,0.197818,1.669997,-0.06,-0.002802,1.607195,-0.054489,0.197818,5,6,0.030556,0.273131,2022-05-08T23:00:00.000Z|AUDCHF|asia_london|2022-05-10|LONG|2022-05-10T02:28:00.000Z|2022-05-10T02:29:00.000Z,FD55F36B736B0F07CB1EAE16D2B0E54ABE93560E86F5F90CDD19B9CC63FCE451
