pair,direction,entry_time,exit_time,entry_price_raw,exit_price_raw,entry_price,exit_price,pnl_pips,spread,slippage,entry_count
EURUSD,long,2020-06-15 18:00:00-04:00,2020-06-16 16:45:00-04:00,1.1308708695652174,1.12618,1.1309458695652175,1.126105,-48.408695652175645,1.2,0.15,23
EURUSD,long,2020-06-16 18:00:00-04:00,2020-06-17 16:45:00-04:00,1.1249278260869564,1.12425,1.1250028260869565,1.124175,-8.27826086956529,1.2,0.15,23
EURUSD,long,2020-06-17 18:00:00-04:00,2020-06-18 16:45:00-04:00,1.1233626086956523,1.12048,1.1234376086956523,1.1204049999999999,-30.326086956524723,1.2,0.15,23
EURUSD,long,2020-06-18 18:00:00-04:00,2020-06-19 16:45:00-04:00,1.1206217391304347,1.11745,1.1206967391304348,1.117375,-33.21739130434764,1.2,0.15,23
EURUSD,long,2020-06-21 18:00:00-04:00,2020-06-22 16:45:00-04:00,1.121603043478261,1.12643,1.121678043478261,1.126355,46.76956521739051,1.2,0.15,23
EURUSD,long,2020-06-22 18:00:00-04:00,2020-06-23 16:45:00-04:00,1.1291834782608696,1.13068,1.1292584782608697,1.1306049999999999,13.465217391301909,1.2,0.15,23
EURUSD,long,2020-06-23 18:00:00-04:00,2020-06-24 16:45:00-04:00,1.1294730434782607,1.12496,1.1295480434782608,1.124885,-46.63043478260853,1.2,0.15,23
EURUSD,long,2020-06-24 18:00:00-04:00,2020-06-25 16:45:00-04:00,1.1231804347826086,1.12169,1.1232554347826087,1.121615,-16.404347826086685,1.2,0.15,23
EURUSD,long,2020-06-25 18:00:00-04:00,2020-06-26 16:45:00-04:00,1.1220326086956522,1.12218,1.1221076086956523,1.122105,-0.026086956523840854,1.2,0.15,23
EURUSD,long,2020-06-28 18:00:00-04:00,2020-06-29 16:45:00-04:00,1.124593913043478,1.12409,1.1246689130434782,1.124015,-6.539130434781715,1.2,0.15,23
EURUSD,long,2020-06-29 18:00:00-04:00,2020-06-30 16:45:00-04:00,1.1229265217391304,1.12329,1.1230015217391305,1.1232149999999999,2.1347826086937083,1.2,0.15,23
EURUSD,long,2020-06-30 18:00:00-04:00,2020-07-01 16:45:00-04:00,1.1234060869565217,1.12518,1.1234810869565217,1.125105,16.23913043478309,1.2,0.15,23
EURUSD,long,2020-07-01 18:00:00-04:00,2020-07-02 16:45:00-04:00,1.1258695652173913,1.12401,1.1259445652173914,1.123935,-20.095652173914846,1.2,0.15,23
EURUSD,long,2020-07-02 18:00:00-04:00,2020-07-03 16:45:00-04:00,1.1238334782608697,1.12455,1.1239084782608697,1.124475,5.66521739130188,1.2,0.15,23
EURUSD,long,2020-07-05 18:00:00-04:00,2020-07-06 16:45:00-04:00,1.1292613043478261,1.13072,1.1293363043478262,1.130645,13.086956521737303,1.2,0.15,23
EURUSD,long,2020-07-06 18:00:00-04:00,2020-07-07 16:45:00-04:00,1.1295921739130435,1.12731,1.1296671739130435,1.127235,-24.321739130435116,1.2,0.15,23
EURUSD,long,2020-07-07 18:00:00-04:00,2020-07-08 16:45:00-04:00,1.12946,1.13309,1.129535,1.1330149999999999,34.79999999999927,1.2,0.15,23
EURUSD,long,2020-07-08 18:00:00-04:00,2020-07-09 16:45:00-04:00,1.1328652173913043,1.1282,1.1329402173913043,1.128125,-48.15217391304305,1.2,0.15,23
EURUSD,long,2020-07-09 18:00:00-04:00,2020-07-10 16:45:00-04:00,1.1288926086956521,1.12991,1.1289676086956522,1.129835,8.673913043477643,1.2,0.15,23
EURUSD,long,2020-07-12 18:00:00-04:00,2020-07-13 16:45:00-04:00,1.1333,1.13433,1.133375,1.134255,8.799999999999919,1.2,0.15,23
EURUSD,long,2020-07-13 18:00:00-04:00,2020-07-14 16:45:00-04:00,1.1364082608695651,1.13994,1.1364832608695652,1.139865,33.81739130434713,1.2,0.15,23
EURUSD,long,2020-07-14 18:00:00-04:00,2020-07-15 16:45:00-04:00,1.141476956521739,1.14099,1.1415519565217391,1.140915,-6.369565217392292,1.2,0.15,23
EURUSD,long,2020-07-15 18:00:00-04:00,2020-07-16 16:45:00-04:00,1.14058,1.13842,1.140655,1.138345,-23.100000000000342,1.2,0.15,23
EURUSD,long,2020-07-16 18:00:00-04:00,2020-07-17 16:45:00-04:00,1.1407652173913043,1.14375,1.1408402173913044,1.143675,28.347826086956296,1.2,0.15,23
EURUSD,long,2020-07-19 18:00:00-04:00,2020-07-20 16:45:00-04:00,1.1438134782608695,1.14482,1.1438884782608696,1.144745,8.565217391303115,1.2,0.15,23
EURUSD,long,2020-07-20 18:00:00-04:00,2020-07-21 16:45:00-04:00,1.1464317391304348,1.1523,1.1465067391304349,1.152225,57.18260869565172,1.2,0.15,23
EURUSD,long,2020-07-21 18:00:00-04:00,2020-07-22 16:45:00-04:00,1.15548,1.157,1.155555,1.156925,13.699999999998713,1.2,0.15,23
EURUSD,long,2020-07-22 18:00:00-04:00,2020-07-23 16:45:00-04:00,1.1584904347826086,1.15934,1.1585654347826086,1.159265,6.9956521739134025,1.2,0.15,23
EURUSD,long,2020-07-23 18:00:00-04:00,2020-07-24 16:45:00-04:00,1.161291739130435,1.1652,1.161366739130435,1.165125,37.58260869564989,1.2,0.15,23
EURUSD,long,2020-07-26 18:00:00-04:00,2020-07-27 16:45:00-04:00,1.1715491304347827,1.17488,1.1716241304347828,1.1748049999999999,31.80869565217126,1.2,0.15,23
EURUSD,long,2020-07-27 18:00:00-04:00,2020-07-28 16:45:00-04:00,1.1734973913043478,1.17169,1.1735723913043479,1.1716149999999999,-19.573913043480218,1.2,0.15,23
EURUSD,long,2020-07-28 18:00:00-04:00,2020-07-29 16:45:00-04:00,1.1745665217391303,1.17967,1.1746415217391304,1.179595,49.53478260869559,1.2,0.15,23
EURUSD,long,2020-07-29 18:00:00-04:00,2020-07-30 16:45:00-04:00,1.1781439130434783,1.18476,1.1782189130434784,1.184685,64.66086956521622,1.2,0.15,23
EURUSD,long,2020-07-30 18:00:00-04:00,2020-07-31 16:45:00-04:00,1.1849247826086957,1.17716,1.1849997826086958,1.177085,-79.14782608695825,1.2,0.15,23
EURUSD,long,2020-08-02 18:00:00-04:00,2020-08-03 16:45:00-04:00,1.1756456521739131,1.17647,1.1757206521739132,1.1763949999999999,6.743478260866631,1.2,0.15,23
EURUSD,long,2020-08-03 18:00:00-04:00,2020-08-04 16:45:00-04:00,1.1768604347826086,1.17986,1.1769354347826086,1.1797849999999999,28.495652173912145,1.2,0.15,23
EURUSD,long,2020-08-04 18:00:00-04:00,2020-08-05 16:45:00-04:00,1.1839965217391304,1.18641,1.1840715217391304,1.186335,22.63478260869478,1.2,0.15,23
EURUSD,long,2020-08-05 18:00:00-04:00,2020-08-06 16:45:00-04:00,1.186465652173913,1.18757,1.186540652173913,1.187495,9.543478260869431,1.2,0.15,23
EURUSD,long,2020-08-06 18:00:00-04:00,2020-08-07 16:45:00-04:00,1.1824921739130436,1.17866,1.1825671739130437,1.178585,-39.82173913043674,1.2,0.15,23
EURUSD,long,2020-08-09 18:00:00-04:00,2020-08-10 16:45:00-04:00,1.1771356521739131,1.17382,1.1772106521739132,1.173745,-34.65652173913147,1.2,0.15,23
EURUSD,long,2020-08-10 18:00:00-04:00,2020-08-11 16:45:00-04:00,1.175728695652174,1.17394,1.175803695652174,1.173865,-19.386956521740828,1.2,0.15,23
EURUSD,long,2020-08-11 18:00:00-04:00,2020-08-12 16:45:00-04:00,1.1757639130434783,1.1788,1.1758389130434783,1.178725,28.86086956521705,1.2,0.15,23
EURUSD,long,2020-08-12 18:00:00-04:00,2020-08-13 16:45:00-04:00,1.181828695652174,1.18156,1.181903695652174,1.181485,-4.18695652174117,1.2,0.15,23
EURUSD,long,2020-08-13 18:00:00-04:00,2020-08-14 16:45:00-04:00,1.1818795652173915,1.18399,1.1819545652173915,1.183915,19.604347826085444,1.2,0.15,23
EURUSD,long,2020-08-16 18:00:00-04:00,2020-08-17 16:45:00-04:00,1.1857295652173914,1.1873,1.1858045652173914,1.187225,14.204347826085595,1.2,0.15,23
EURUSD,long,2020-08-17 18:00:00-04:00,2020-08-18 16:45:00-04:00,1.1906247826086958,1.19347,1.1906997826086958,1.193395,26.952173913041833,1.2,0.15,23
EURUSD,long,2020-08-18 18:00:00-04:00,2020-08-19 16:45:00-04:00,1.1921695652173911,1.18373,1.1922445652173912,1.183655,-85.89565217391292,1.2,0.15,23
EURUSD,long,2020-08-19 18:00:00-04:00,2020-08-20 16:45:00-04:00,1.1845278260869565,1.18617,1.1846028260869566,1.186095,14.921739130433487,1.2,0.15,23
EURUSD,long,2020-08-20 18:00:00-04:00,2020-08-21 16:45:00-04:00,1.1825904347826088,1.17953,1.1826654347826089,1.179455,-32.104347826089615,1.2,0.15,23
EURUSD,long,2020-08-23 18:00:00-04:00,2020-08-24 16:45:00-04:00,1.1808069565217392,1.17864,1.1808819565217392,1.1785649999999999,-23.16956521739355,1.2,0.15,23
EURUSD,long,2020-08-24 18:00:00-04:00,2020-08-25 16:45:00-04:00,1.181392608695652,1.18355,1.1814676086956521,1.183475,20.073913043479052,1.2,0.15,23
EURUSD,long,2020-08-25 18:00:00-04:00,2020-08-26 16:45:00-04:00,1.1818360869565219,1.18318,1.181911086956522,1.1831049999999999,11.939130434779344,1.2,0.15,23
EURUSD,long,2020-08-26 18:00:00-04:00,2020-08-27 16:45:00-04:00,1.1824260869565217,1.18222,1.1825010869565218,1.182145,-3.560869565217839,1.2,0.15,23
EURUSD,long,2020-08-27 18:00:00-04:00,2020-08-28 16:45:00-04:00,1.1871604347826088,1.19038,1.1872354347826088,1.190305,30.695652173911014,1.2,0.15,23
EURUSD,long,2020-08-30 18:00:00-04:00,2020-08-31 16:45:00-04:00,1.1921365217391304,1.19368,1.1922115217391305,1.193605,13.934782608695517,1.2,0.15,23
EURUSD,long,2020-08-31 18:00:00-04:00,2020-09-01 16:45:00-04:00,1.1962273913043477,1.19122,1.1963023913043478,1.191145,-51.57391304347891,1.2,0.15,23
EURUSD,long,2020-09-01 18:00:00-04:00,2020-09-02 16:45:00-04:00,1.18756,1.18518,1.187635,1.1851049999999999,-25.300000000001432,1.2,0.15,23
EURUSD,long,2020-09-02 18:00:00-04:00,2020-09-03 16:45:00-04:00,1.1831030434782608,1.18518,1.1831780434782608,1.1851049999999999,19.269565217390205,1.2,0.15,23
EURUSD,long,2020-09-03 18:00:00-04:00,2020-09-04 16:45:00-04:00,1.1839904347826087,1.18402,1.1840654347826087,1.183945,-1.2043478260870266,1.2,0.15,23
EURUSD,long,2020-09-06 18:00:00-04:00,2020-09-07 16:45:00-04:00,1.1827730434782608,1.18124,1.182848043478261,1.181165,-16.830434782608705,1.2,0.15,23
EURUSD,long,2020-09-07 18:00:00-04:00,2020-09-08 16:45:00-04:00,1.1801300000000001,1.17762,1.1802050000000002,1.1775449999999998,-26.600000000003288,1.2,0.15,23
EURUSD,long,2020-09-08 18:00:00-04:00,2020-09-09 16:45:00-04:00,1.178343043478261,1.18051,1.178418043478261,1.180435,20.16956521738944,1.2,0.15,23
EURUSD,long,2020-09-09 18:00:00-04:00,2020-09-10 16:45:00-04:00,1.18363,1.18152,1.183705,1.1814449999999999,-22.600000000001508,1.2,0.15,23
EURUSD,long,2020-09-10 18:00:00-04:00,2020-09-11 16:45:00-04:00,1.183806956521739,1.1846,1.183881956521739,1.184525,6.430434782609407,1.2,0.15,23
EURUSD,long,2020-09-13 18:00:00-04:00,2020-09-14 16:45:00-04:00,1.1857247826086956,1.1861,1.1857997826086957,1.1860249999999999,2.2521739130421103,1.2,0.15,23
EURUSD,long,2020-09-14 18:00:00-04:00,2020-09-15 16:45:00-04:00,1.1872126086956523,1.18458,1.1872876086956523,1.184505,-27.826086956523888,1.2,0.15,23
EURUSD,long,2020-09-15 18:00:00-04:00,2020-09-16 16:45:00-04:00,1.1844491304347826,1.18164,1.1845241304347827,1.181565,-29.591304347826863,1.2,0.15,23
EURUSD,long,2020-09-16 18:00:00-04:00,2020-09-17 16:45:00-04:00,1.179965652173913,1.18456,1.180040652173913,1.184485,44.44347826086936,1.2,0.15,23
EURUSD,long,2020-09-17 18:00:00-04:00,2020-09-18 16:45:00-04:00,1.1851178260869566,1.18424,1.1851928260869566,1.184165,-10.27826086956729,1.2,0.15,23
EURUSD,long,2020-09-20 18:00:00-04:00,2020-09-21 16:45:00-04:00,1.1807826086956523,1.17714,1.1808576086956524,1.177065,-37.92608695652344,1.2,0.15,23
EURUSD,long,2020-09-21 18:00:00-04:00,2020-09-22 16:45:00-04:00,1.174193043478261,1.17099,1.174268043478261,1.170915,-33.53043478261153,1.2,0.15,23
EURUSD,long,2020-09-22 18:00:00-04:00,2020-09-23 16:45:00-04:00,1.1688313043478262,1.16608,1.1689063043478263,1.166005,-29.013043478263167,1.2,0.15,23
EURUSD,long,2020-09-23 18:00:00-04:00,2020-09-24 16:45:00-04:00,1.1656856521739132,1.16666,1.1657606521739132,1.166585,8.243478260867576,1.2,0.15,23
EURUSD,long,2020-09-24 18:00:00-04:00,2020-09-25 16:45:00-04:00,1.164996086956522,1.16313,1.165071086956522,1.163055,-20.160869565220008,1.2,0.15,23
EURUSD,long,2020-09-27 18:00:00-04:00,2020-09-28 16:45:00-04:00,1.164525652173913,1.16666,1.164600652173913,1.166585,19.843478260870295,1.2,0.15,23
EURUSD,long,2020-09-28 18:00:00-04:00,2020-09-29 16:45:00-04:00,1.169671304347826,1.17434,1.169746304347826,1.174265,45.18695652173887,1.2,0.15,23
EURUSD,long,2020-09-29 18:00:00-04:00,2020-09-30 16:45:00-04:00,1.1725991304347827,1.17244,1.1726741304347827,1.1723649999999999,-3.0913043478286717,1.2,0.15,23
EURUSD,long,2020-09-30 18:00:00-04:00,2020-10-01 16:45:00-04:00,1.1740930434782608,1.17439,1.1741680434782609,1.174315,1.4695652173912777,1.2,0.15,23
