date,teams,season,HM_total,Book_total,season_avg_total,edge_points,final_total,result,profit_units
2022-11-20,Oklahoma State @ DePaul,2023,144.63465237805715,136.5,141.49279138440158,8.134652378057154,160.0,W,0.9090909090909092
2022-11-20,UCF @ Santa Clara,2023,150.22816494098976,137.0,141.49279138440158,13.228164940989757,107.0,L,-1.0
2022-11-20,UMass @ Charlotte,2023,145.21978507124416,133.0,141.49279138440158,12.21978507124416,114.0,L,-1.0
2022-11-20,VCU @ Memphis,2023,144.0020525337189,136.0,141.49279138440158,8.00205253371891,109.0,L,-1.0
2022-11-20,Wagner @ Seton Hall,2023,138.5336162807614,133.5,141.49279138440158,5.033616280761407,126.0,L,-1.0
2022-11-21,Georgia Tech @ Utah,2023,142.73438154258344,135.5,141.49279138440158,7.234381542583435,132.0,L,-1.0
2022-11-21,Illinois State @ LSU,2023,143.0950779710305,135.5,141.49279138440158,7.595077971030491,138.0,W,0.9090909090909092
2022-11-21,Louisville @ Arkansas,2023,145.00114160502378,140.0,141.49279138440158,5.001141605023776,134.0,L,-1.0
2022-11-21,USC Upstate @ Air Force,2023,136.1945204031499,129.5,141.49279138440158,6.694520403149909,139.0,W,0.9090909090909092
2022-11-22,Alcorn State @ UTEP,2023,140.4228405653506,131.5,141.49279138440158,8.922840565350612,134.0,W,0.9090909090909092
2022-11-22,Liberty @ Northwestern,2023,141.60647980456486,131.0,141.49279138440158,10.606479804564856,118.0,L,-1.0
2022-11-22,Nevada @ Kansas State,2023,148.3589288647333,139.25,141.49279138440158,9.108928864733286,183.0,W,0.9090909090909092
2022-11-22,Northern Iowa @ Grand Canyon,2023,141.41327560382967,127.25,141.49279138440158,14.163275603829675,136.0,W,0.9090909090909092
2022-11-22,Richmond @ Temple,2023,140.12138740788768,133.5,141.49279138440158,6.621387407887681,110.0,L,-1.0
2022-11-22,San Francisco @ Wichita State,2023,141.41064573366367,134.5,141.49279138440158,6.910645733663671,130.0,L,-1.0
2022-11-23,Akron @ Nevada,2023,141.46634551994822,128.5,141.49279138440158,12.96634551994822,120.0,L,-1.0
2022-11-23,Bradley @ Liberty,2023,140.29944375707134,132.5,141.49279138440158,7.799443757071344,99.0,L,-1.0
2022-11-23,Chicago State @ Cleveland State,2023,140.54210315038262,128.5,141.49279138440158,12.042103150382616,140.0,W,0.9090909090909092
2022-11-23,Evansville @ UCF,2023,135.32544479157653,122.5,141.49279138440158,12.82544479157653,132.0,W,0.9090909090909092
2022-11-23,Fresno State @ Washington,2023,132.94595736013449,125.5,141.49279138440158,7.445957360134486,119.0,L,-1.0
2022-11-23,Idaho @ Cal Poly,2023,141.29729542414844,127.5,141.49279138440158,13.797295424148444,153.0,W,0.9090909090909092
2022-11-23,Louisville @ Cincinnati,2023,140.96265414397595,131.0,141.49279138440158,9.962654143975954,143.0,W,0.9090909090909092
2022-11-23,Minnesota @ UNLV,2023,136.230498657628,125.5,141.49279138440158,10.730498657628004,133.0,W,0.8849557522123894
2022-11-24,Iowa State @ Villanova,2023,133.10859078971868,126.0,141.49279138440158,7.108590789718676,160.0,W,0.9090909090909092
2022-11-24,Kansas @ Wisconsin,2023,144.09635731020384,128.0,141.49279138440158,16.096357310203842,137.0,W,0.9090909090909092
2022-11-25,Dayton @ BYU,2023,137.7051840950271,130.5,141.49279138440158,7.205184095027107,154.0,W,0.9090909090909092
2022-11-25,Nebraska @ Memphis,2023,153.96971925712307,139.0,141.49279138440158,14.969719257123074,134.0,L,-1.0
2022-11-25,Oklahoma @ Seton Hall,2023,137.0037730696493,127.25,141.49279138440158,9.753773069649299,141.0,W,0.9090909090909092
2022-11-25,Sacramento State @ Hawai'i,2023,131.2163664408627,124.0,141.49279138440158,7.216366440862714,135.0,W,0.9090909090909092
2022-11-25,TCU @ California,2023,132.6324848692857,127.0,141.49279138440158,5.63248486928569,107.0,L,-1.0
2022-11-25,Towson @ Fairfield,2023,132.65855619340198,127.5,141.49279138440158,5.158556193401978,143.0,W,0.9090909090909092
2022-11-25,Washington @ Saint Mary's,2023,135.3427178781416,127.0,141.49279138440158,8.342717878141599,132.0,W,0.9090909090909092
2022-11-25,Wisconsin @ USC,2023,137.91764224123403,125.5,141.49279138440158,12.417642241234034,123.0,L,-1.0
2022-11-26,Ball State @ Missouri State,2023,148.45043753083613,139.0,141.49279138440158,9.450437530836126,131.0,L,-1.0
2022-11-26,Kennesaw State @ VCU,2023,139.0215995310354,132.5,141.49279138440158,6.521599531035406,125.0,L,-1.0
2022-11-26,Marist @ Bucknell,2023,141.3974212658327,135.0,141.49279138440158,6.3974212658326906,114.0,L,-1.0
2022-11-26,Merrimack @ Bradley,2023,132.60063294033768,126.0,141.49279138440158,6.600632940337675,124.0,L,-1.0
2022-11-26,Niagara @ St. John's,2023,147.59204879672734,136.5,141.49279138440158,11.09204879672734,148.0,W,0.9090909090909092
2022-11-26,Oregon @ Michigan State,2023,145.51398931863397,134.0,141.49279138440158,11.513989318633975,144.0,W,0.9090909090909092
2022-11-26,Presbyterian @ Charlotte,2023,133.07226830158805,122.0,141.49279138440158,11.072268301588053,111.0,L,-1.0
2022-11-27,Alcorn State @ Arizona State,2023,138.53171057183428,133.5,141.49279138440158,5.031710571834282,130.0,L,-1.0
2022-11-27,Ball State @ San Jose State,2023,144.01216262391657,134.0,141.49279138440158,10.012162623916566,132.0,L,-1.0
2022-11-27,Bethune-Cookman @ Northwestern State,2023,144.2622118287452,132.5,141.49279138440158,11.762211828745194,135.0,W,0.9090909090909092
2022-11-27,Drexel @ Temple,2023,139.33819516436415,129.5,141.49279138440158,9.838195164364151,134.0,W,0.9090909090909092
2022-11-27,Florida State @ Nebraska,2023,147.87695705184606,139.5,141.49279138440158,8.376957051846063,133.0,L,-1.0
2022-11-27,Harvard @ Fordham,2023,137.08960221926208,132.0,141.49279138440158,5.089602219262076,128.0,L,-1.0
2022-11-27,Montana @ Air Force,2023,130.01402250032106,123.0,141.49279138440158,7.014022500321062,115.0,L,-1.0
2022-11-27,Stanford @ Memphis,2023,145.06934838320848,137.5,141.49279138440158,7.569348383208478,104.0,L,-1.0
2022-11-27,Texas State @ Hawai'i,2023,131.9644296250773,125.5,141.49279138440158,6.464429625077287,137.0,W,0.9090909090909092
2022-11-27,UNC Wilmington @ North Texas,2023,123.38080877950486,117.5,141.49279138440158,5.880808779504861,106.0,L,-1.0
2022-11-27,Vermont @ Long Beach State,2023,148.02478570356652,138.5,141.49279138440158,9.524785703566522,136.0,L,-1.0
2022-11-28,Columbia @ Marist,2023,141.90806973782068,136.5,141.49279138440158,5.408069737820682,91.0,L,-1.0
2022-11-28,Incarnate Word @ UTSA,2023,139.45169411464593,133.5,141.49279138440158,5.951694114645932,130.0,L,-1.0
2022-11-28,Pittsburgh @ Northwestern,2023,137.80150131564602,129.0,141.49279138440158,8.801501315646021,145.0,W,0.9433962264150944
2022-11-28,Sam Houston @ Nevada,2023,142.85528111637115,129.0,141.49279138440158,13.855281116371145,138.0,W,0.9090909090909092
2022-11-29,Alcorn State @ Grand Canyon,2023,139.16933379302424,125.5,141.49279138440158,13.669333793024236,152.0,W,0.9090909090909092
2022-11-29,Charlotte @ Davidson,2023,139.65823001570766,127.5,141.49279138440158,12.158230015707659,134.0,W,0.8771929824561404
2022-11-29,Montana @ Southern Miss,2023,137.86429870227204,128.5,141.49279138440158,9.364298702272038,118.0,L,-1.0
2022-11-29,Norfolk State @ Houston,2023,136.14347466601515,128.5,141.49279138440158,7.643474666015152,152.0,W,0.9090909090909092
2022-11-29,Wake Forest @ Wisconsin,2023,145.01838750061125,130.0,141.49279138440158,15.018387500611254,153.0,W,0.8849557522123894
2022-11-30,Boston College @ Nebraska,2023,143.21189171381644,131.0,141.49279138440158,12.211891713816442,155.0,W,0.9090909090909092
2022-11-30,Georgetown @ Texas Tech,2023,143.91898876188048,137.5,141.49279138440158,6.418988761880485,144.0,W,0.9090909090909092
2022-11-30,Howard @ Yale,2023,147.89877840044494,135.0,141.49279138440158,12.89877840044494,126.0,L,-1.0
2022-11-30,Lafayette @ Drexel,2023,136.02737677673034,121.0,141.49279138440158,15.027376776730335,120.0,L,-1.0
2022-11-30,McNeese @ Tennessee,2023,146.56485951055112,133.5,141.49279138440158,13.064859510551116,116.0,L,-1.0
2022-11-30,NJIT @ Cincinnati,2023,138.65921663881977,132.0,141.49279138440158,6.659216638819771,146.0,W,0.9090909090909092
2022-11-30,Northern Iowa @ Bradley,2023,145.41387931425578,137.0,141.49279138440158,8.41387931425578,121.0,L,-1.0
2022-11-30,Ohio State @ Duke,2023,142.73936878901947,135.5,141.49279138440158,7.239368789019466,153.0,W,0.9090909090909092
2022-11-30,St. Francis (PA) @ Bucknell,2023,146.56304706899203,140.5,141.49279138440158,6.063047068992034,154.0,W,0.9090909090909092
2022-11-30,Vanderbilt @ VCU,2023,137.22545352644198,130.0,141.49279138440158,7.2254535264419815,135.0,W,0.9090909090909092
2022-11-30,Wyoming @ Santa Clara,2023,148.79572200311765,135.0,141.49279138440158,13.795722003117646,174.0,W,0.9090909090909092
2022-12-01,Illinois State @ Murray State,2023,142.59405841694058,137.5,141.49279138440158,5.094058416940584,137.0,L,-1.0
2022-12-01,Northwestern State @ Stephen F. Austin,2023,149.37483625460064,138.5,141.49279138440158,10.874836254600638,198.0,W,0.9090909090909092
2022-12-01,Oakland @ Cleveland State,2023,144.6549334257965,135.5,141.49279138440158,9.154933425796486,144.0,W,0.9090909090909092
2022-12-01,Seton Hall @ Kansas,2023,145.48635927578567,138.5,141.49279138440158,6.986359275785674,156.0,W,0.9090909090909092
2022-12-02,Appalachian State @ Charlotte,2023,133.14667628241745,122.0,141.49279138440158,11.146676282417445,133.0,W,0.9090909090909092
2022-12-02,Florida A&M @ Georgia,2023,141.02479856391537,130.5,141.49279138440158,10.524798563915368,114.0,L,-1.0
2022-12-02,Niagara @ Iona,2023,139.23746077666,129.5,141.49279138440158,9.737460776659987,134.0,W,0.9090909090909092
2022-12-02,Northeastern @ Georgia Tech,2023,136.45706794975996,130.5,141.49279138440158,5.95706794975996,144.0,W,0.9090909090909092
2022-12-03,Boston College @ Duke,2023,140.06367901500957,129.5,141.49279138440158,10.56367901500957,134.0,W,0.9090909090909092
2022-12-03,Bradley @ Missouri State,2023,144.0852808280366,127.5,141.49279138440158,16.585280828036588,98.0,L,-1.0
2022-12-03,Detroit Mercy @ Cleveland State,2023,141.27139933133645,133.5,141.49279138440158,7.771399331336454,169.0,W,0.9090909090909092
2022-12-03,Evansville @ Northern Iowa,2023,138.21505301941988,132.0,141.49279138440158,6.215053019419884,127.0,L,-1.0
2022-12-03,Grand Canyon @ Wyoming,2023,137.01890947236177,126.5,141.49279138440158,10.51890947236177,124.0,L,-1.0
2022-12-03,Oklahoma @ Villanova,2023,132.90814110320184,126.5,141.49279138440158,6.408141103201842,136.0,W,0.9090909090909092
2022-12-03,Omaha @ North Texas,2023,130.3522106895071,121.5,141.49279138440158,8.852210689507103,120.0,L,-1.0
2022-12-03,Saint Mary's @ Houston,2023,128.2508569548744,118.5,141.49279138440158,9.750856954874394,101.0,L,-1.0
2022-12-03,San Jose State @ Arkansas,2023,143.74209612774996,133.5,141.49279138440158,10.24209612774996,157.0,W,0.9090909090909092
2022-12-03,South Carolina @ Georgetown,2023,148.1257956221416,140.5,141.49279138440158,7.625795622141595,145.0,W,0.9090909090909092
2022-12-03,Syracuse @ Notre Dame,2023,143.1065570738161,136.5,141.49279138440158,6.606557073816106,123.0,L,-1.0
2022-12-03,VCU @ Temple,2023,138.18516276268838,129.5,141.49279138440158,8.685162762688378,156.0,W,0.9090909090909092
2022-12-03,Wichita State @ Kansas State,2023,138.9012311736996,130.5,141.49279138440158,8.401231173699614,105.0,L,-1.0
2022-12-03,Wisconsin @ Marquette,2023,147.12400684911006,135.5,141.49279138440158,11.62400684911006,157.0,W,0.9090909090909092
2022-12-04,Alcorn State @ Tennessee,2023,142.79373731931994,131.0,141.49279138440158,11.793737319319945,134.0,W,0.9090909090909092
2022-12-04,Lafayette @ Cornell,2023,147.98341799904694,136.5,141.49279138440158,11.483417999046935,141.0,W,0.9090909090909092
2022-12-04,Marist @ Maine,2023,135.206399738577,126.0,141.49279138440158,9.206399738577005,123.0,L,-1.0
2022-12-04,Minnesota @ Purdue,2023,139.14979410822116,131.5,141.49279138440158,7.649794108221158,159.0,W,0.9345794392523366
2022-12-04,Monmouth @ Manhattan,2023,142.24137073367,134.5,141.49279138440158,7.74137073367001,145.0,W,0.9090909090909092
2022-12-04,Niagara @ Quinnipiac,2023,137.16643317175755,129.5,141.49279138440158,7.6664331717575465,124.0,L,-1.0
2022-12-04,Northwestern @ Michigan State,2023,145.67034373415808,127.0,141.49279138440158,18.67034373415808,133.0,W,0.8849557522123894
2022-12-04,Oregon State @ USC,2023,139.8423169529257,133.5,141.49279138440158,6.3423169529256995,125.0,L,-1.0
2022-12-04,Samford @ UCF,2023,147.32806545421613,139.5,141.49279138440158,7.82806545421613,157.0,W,0.9090909090909092
2022-12-06,Georgia @ Georgia Tech,2023,147.12855197933024,131.5,141.49279138440158,15.62855197933024,156.0,W,0.9090909090909092
2022-12-06,Green Bay @ Loyola Chicago,2023,130.92088016125547,125.5,141.49279138440158,5.420880161255468,116.0,L,-1.0
2022-12-06,Hartford @ St. Francis (BKN),2023,141.09553525209475,135.0,141.49279138440158,6.095535252094749,118.0,L,-1.0
2022-12-06,Lafayette @ Princeton,2023,141.0667641860537,131.5,141.49279138440158,9.566764186053689,127.0,L,-1.0
2022-12-06,Maryland @ Wisconsin,2023,140.58053594323638,131.0,141.49279138440158,9.580535943236384,123.0,L,-1.0
2022-12-06,North Dakota @ Idaho,2023,148.54633497946364,140.0,141.49279138440158,8.546334979463637,142.0,W,0.9090909090909092
2022-12-06,South Dakota @ Air Force,2023,133.06561933728426,127.5,141.49279138440158,5.565619337284261,137.0,W,0.9090909090909092
2022-12-06,Yale @ Butler,2023,137.0028124700827,132.0,141.49279138440158,5.002812470082688,132.0,P,0.0
2022-12-07,Cleveland State @ St. Bonaventure,2023,140.1946007332004,131.0,141.49279138440158,9.194600733200389,103.0,L,-1.0
2022-12-07,Hawai'i @ UNLV,2023,136.89806919075528,130.0,141.49279138440158,6.89806919075528,139.0,W,0.9090909090909092
2022-12-07,Loyola Marymount @ Grand Canyon,2023,137.76214602578608,132.5,141.49279138440158,5.26214602578608,134.0,W,0.9090909090909092
2022-12-07,Manhattan @ Providence,2023,139.95353219698436,134.0,141.49279138440158,5.953532196984355,158.0,W,0.9090909090909092
2022-12-07,Missouri State @ Saint Mary's,2023,135.01641116060262,120.0,141.49279138440158,15.016411160602615,112.0,L,-1.0
2022-12-07,Nebraska @ Indiana,2023,147.62542679339816,134.0,141.49279138440158,13.625426793398162,146.0,W,0.9090909090909092
2022-12-07,Towson @ Clemson,2023,139.04729164450686,132.0,141.49279138440158,7.047291644506856,155.0,W,0.9090909090909092
2022-12-08,Iowa State @ Iowa,2023,143.84028449168068,137.5,141.49279138440158,6.340284491680677,131.0,L,-1.0
2022-12-09,Arkansas State @ Air Force,2023,133.2325972062562,120.5,141.49279138440158,12.732597206256202,135.0,W,0.9090909090909092
2022-12-09,McNeese @ Northern Iowa,2023,149.24546140434924,136.5,141.49279138440158,12.745461404349243,101.0,L,-1.0
2022-12-10,Alabama @ Houston,2023,146.75084933609364,138.5,141.49279138440158,8.250849336093637,136.0,L,-1.0
2022-12-10,Arkansas @ Oklahoma,2023,141.94825679007698,136.0,141.49279138440158,5.948256790076982,166.0,W,0.9090909090909092
2022-12-10,Brown @ Michigan State,2023,144.97514872044937,131.5,141.49279138440158,13.475148720449369,118.0,L,-1.0
2022-12-10,Detroit Mercy @ Charlotte,2023,137.91687971118307,132.0,141.49279138440158,5.916879711183071,162.0,W,0.9090909090909092
2022-12-10,Drexel @ La Salle,2023,138.7396279692991,131.0,141.49279138440158,7.739627969299107,123.0,L,-1.0
2022-12-10,Gardner-Webb @ Old Dominion,2023,133.81520282578856,126.0,141.49279138440158,7.81520282578856,87.0,L,-1.0
2022-12-10,Grand Canyon @ North Texas,2023,123.43986254330373,113.5,141.49279138440158,9.939862543303732,118.0,W,0.8695652173913042
2022-12-10,Lafayette @ Quinnipiac,2023,140.5228087800887,131.0,141.49279138440158,9.522808780088695,139.0,W,0.9090909090909092
2022-12-10,Longwood @ Wichita State,2023,138.9559721537089,132.0,141.49279138440158,6.955972153708899,144.0,W,0.9090909090909092
2022-12-10,Loyola Chicago @ Clemson,2023,137.06578693461665,131.0,141.49279138440158,6.0657869346166535,134.0,W,0.9090909090909092
2022-12-10,Nevada @ Oregon,2023,150.55282875727974,137.5,141.49279138440158,13.052828757279741,143.0,W,0.9090909090909092
2022-12-10,Omaha @ Montana State,2023,145.7515751431006,137.5,141.49279138440158,8.25157514310061,136.0,L,-1.0
2022-12-10,San Jose State @ Santa Clara,2023,147.72140422475218,140.0,141.49279138440158,7.7214042247521775,139.0,L,-1.0
2022-12-10,Vermont @ Colgate,2023,142.90888530921254,137.5,141.49279138440158,5.408885309212536,145.0,W,0.9090909090909092
2022-12-10,Yale @ Kentucky,2023,145.5439617488992,137.5,141.49279138440158,8.043961748899193,128.0,L,-1.0
2022-12-11,Howard @ VCU,2023,143.10887928786173,133.0,141.49279138440158,10.108879287861726,130.0,L,-1.0
2022-12-11,Incarnate Word @ Kansas State,2023,138.42827493961258,132.5,141.49279138440158,5.928274939612578,148.0,W,0.9090909090909092
2022-12-11,McNeese @ Iowa State,2023,141.24165665467967,128.5,141.49279138440158,12.741656654679673,117.0,L,-1.0
2022-12-11,Oregon State @ Texas A&M,2023,140.47171862727942,135.0,141.49279138440158,5.471718627279415,126.0,L,-1.0
2022-12-11,Presbyterian @ South Carolina,2023,135.9242323842445,126.5,141.49279138440158,9.424232384244505,125.0,L,-1.0
2022-12-11,Seton Hall @ Rutgers,2023,137.48170688837706,131.0,141.49279138440158,6.481706888377062,88.0,L,-1.0
2022-12-11,Tennessee @ Maryland,2023,142.35937745018379,134.0,141.49279138440158,8.359377450183786,109.0,L,-1.0
2022-12-11,Wisconsin @ Iowa,2023,146.8532807571687,134.0,141.49279138440158,12.853280757168704,153.0,W,0.9090909090909092
2022-12-12,Columbia @ Lafayette,2023,142.03572284753608,130.0,141.49279138440158,12.035722847536078,102.0,L,-1.0
2022-12-13,Cal Poly @ Washington,2023,137.75742294257668,129.5,141.49279138440158,8.257422942576682,142.0,W,0.9090909090909092
2022-12-14,Drexel @ Seton Hall,2023,139.44615327019318,126.0,141.49279138440158,13.446153270193179,115.0,L,-1.0
2022-12-14,Georgia State @ Auburn,2023,143.98635777819277,134.5,141.49279138440158,9.486357778192769,136.0,W,0.9090909090909092
2022-12-14,UC San Diego @ Nevada,2023,151.31445928953076,135.5,141.49279138440158,15.81445928953076,120.0,L,-1.0
2022-12-15,Lehigh @ Wisconsin,2023,141.39692914934292,132.5,141.49279138440158,8.896929149342924,134.0,W,0.9090909090909092
2022-12-15,Seattle @ Oregon State,2023,145.93320812193605,136.5,141.49279138440158,9.433208121936048,131.0,L,-1.0
2022-12-15,Stony Brook @ Wagner,2023,142.22883793954904,129.5,141.49279138440158,12.728837939549038,113.0,L,-1.0
2022-12-16,Weber State @ Cal Poly,2023,138.43155903567475,129.0,141.49279138440158,9.431559035674752,119.0,L,-1.0
2022-12-17,Alabama State @ Georgia Tech,2023,145.95729137282092,137.0,141.49279138440158,8.957291372820919,156.0,W,0.9090909090909092
2022-12-17,Bradley @ Arkansas,2023,146.88211747760073,136.5,141.49279138440158,10.38211747760073,133.0,L,-1.0
2022-12-17,DePaul @ Northwestern,2023,146.56443464381405,134.5,141.49279138440158,12.064434643814053,128.0,L,-1.0
2022-12-17,Nebraska @ Kansas State,2023,147.80951486824225,134.5,141.49279138440158,13.309514868242246,127.0,L,-1.0
2022-12-17,North Texas @ UMass,2023,131.72420165479804,124.5,141.49279138440158,7.224201654798037,106.0,L,-1.0
2022-12-17,Northern Iowa @ Towson,2023,142.36860614497186,133.0,141.49279138440158,9.368606144971864,149.0,W,0.9090909090909092
2022-12-17,Pepperdine @ Grand Canyon,2023,143.82132026998858,136.0,141.49279138440158,7.8213202699885755,156.0,W,0.9090909090909092
2022-12-17,Richmond @ Clemson,2023,140.20083843594986,132.0,141.49279138440158,8.200838435949862,142.0,W,0.9090909090909092
2022-12-17,Wake Forest @ Rutgers,2023,142.5387080164803,133.5,141.49279138440158,9.038708016480314,138.0,W,0.9090909090909092
2022-12-18,Alcorn State @ Seattle,2023,146.1820919632363,140.5,141.49279138440158,5.682091963236303,130.0,L,-1.0
2022-12-18,California @ Santa Clara,2023,142.65683473334005,133.5,141.49279138440158,9.156834733340048,133.0,L,-1.0
2022-12-18,Cleveland State @ Loyola Marymount,2023,142.28327832706685,135.5,141.49279138440158,6.783278327066853,129.0,L,-1.0
2022-12-18,Green Bay @ Oregon State,2023,135.42049924259135,128.0,141.49279138440158,7.420499242591347,121.0,L,-1.0
2022-12-18,Howard @ Harvard,2023,146.06768038702216,136.5,141.49279138440158,9.567680387022165,120.0,L,-1.0
2022-12-18,McNeese @ Southern Miss,2023,144.84580214124205,137.0,141.49279138440158,7.8458021412420464,153.0,W,0.9090909090909092
2022-12-18,William & Mary @ UMBC,2023,144.98721902621207,139.5,141.49279138440158,5.487219026212074,140.0,W,0.9090909090909092
2022-12-19,Alabama State @ Arkansas State,2023,145.85869190550378,129.0,141.49279138440158,16.858691905503775,137.0,W,0.9090909090909092
2022-12-19,Chicago State @ Illinois State,2023,142.4496398784574,135.0,141.49279138440158,7.44963987845739,118.0,L,-1.0
2022-12-19,Manhattan @ Marist,2023,140.13416188923122,130.5,141.49279138440158,9.634161889231223,149.0,W,0.9090909090909092
2022-12-20,Alcorn State @ Dayton,2023,136.69813101899652,130.5,141.49279138440158,6.19813101899652,134.0,W,0.9090909090909092
2022-12-20,Cal Poly @ San Jose State,2023,133.20501138729705,122.0,141.49279138440158,11.205011387297048,108.0,L,-1.0
2022-12-20,UIC @ Northwestern,2023,147.56820012783245,131.0,141.49279138440158,16.568200127832455,146.0,W,0.9090909090909092
2022-12-21,Austin Peay @ Tennessee,2023,137.7326348693824,127.5,141.49279138440158,10.232634869382395,130.0,W,0.9090909090909092
2022-12-21,Binghamton @ Niagara,2023,133.62644780586885,127.5,141.49279138440158,6.12644780586885,140.0,W,0.9090909090909092
