row_key,week_open_utc,pair,candidate_b_side,session_id,session_label,range_start_utc,range_end_utc,entry_start_utc,entry_end_utc,session_range_adr,entry_path_efficiency,entry_range_adr,range_ratio_pair,efficiency_bucket,range_floor_adr,range_condition_pass,range_expansion_bucket,geometry_regime,geometry_harvestable_candidate,trigger_candidates,long_trigger_candidates,short_trigger_candidates,content_hash
2022-01-10T00:00:00.000Z|EURUSD|ny|2022-01-10,2022-01-10T00:00:00.000Z,EURUSD,SHORT,ny|2022-01-10,NY,2022-01-10T00:00:00.000Z,2022-01-10T13:00:00.000Z,2022-01-10T13:00:00.000Z,2022-01-10T21:00:00.000Z,0.637922,0.02431,0.709119,1,low,0.6,true,normal,harvestable_chop_candidate,true,0,0,0,7CEB77332A95E754B775C74E14C81FC65B906868C9E0936E24F2B7D9B8F41D9A
2022-01-10T00:00:00.000Z|EURUSD|asia_london|2022-01-11,2022-01-10T00:00:00.000Z,EURUSD,SHORT,asia_london|2022-01-11,ASIA_LONDON,2022-01-10T13:00:00.000Z,2022-01-10T21:00:00.000Z,2022-01-11T00:00:00.000Z,2022-01-11T13:00:00.000Z,0.709119,0.002288,0.371647,1,low,0.6,true,normal,harvestable_chop_candidate,true,0,0,0,4F71BAEDD21063707D4B9701030DDDB7CA358F7EE3FBA2DFB2DC37AE5A30E359
2022-01-10T00:00:00.000Z|EURUSD|ny|2022-01-11,2022-01-10T00:00:00.000Z,EURUSD,SHORT,ny|2022-01-11,NY,2022-01-11T00:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T21:00:00.000Z,0.371647,0.074558,0.889958,1,low,0.6,false,normal,dead_chop_cost_churn,false,2,2,0,767ECA1DDF5724CC6423BFC382F6B943FCBDC5FC073035F1A62961C456F27763
2022-01-10T00:00:00.000Z|EURUSD|asia_london|2022-01-12,2022-01-10T00:00:00.000Z,EURUSD,SHORT,asia_london|2022-01-12,ASIA_LONDON,2022-01-11T13:00:00.000Z,2022-01-11T21:00:00.000Z,2022-01-12T00:00:00.000Z,2022-01-12T13:00:00.000Z,0.889958,0.010265,0.333201,1,low,0.6,true,normal,harvestable_chop_candidate,true,0,0,0,C105C91BE5A1299C61F0197814E5CB623BCFF23A42D9AD9AF2445F0C57572B0E
2022-01-10T00:00:00.000Z|EURUSD|ny|2022-01-12,2022-01-10T00:00:00.000Z,EURUSD,SHORT,ny|2022-01-12,NY,2022-01-12T00:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,0.333201,0.144913,1.298627,1,low,0.6,false,normal,dead_chop_cost_churn,false,0,0,0,1BF925B6863F30463ABFE46CC04A7CDA73D134E4AE8CD5CCC9271CFCA3AD8DA6
2022-01-10T00:00:00.000Z|EURUSD|asia_london|2022-01-13,2022-01-10T00:00:00.000Z,EURUSD,SHORT,asia_london|2022-01-13,ASIA_LONDON,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,2022-01-13T00:00:00.000Z,2022-01-13T13:00:00.000Z,1.298627,0.027526,0.606596,1,low,0.6,true,normal,harvestable_chop_candidate,true,0,0,0,BC15E1B323BD30B829DC948B1D7D69A0EA55BDB5DA15E70CEA4B2D3F536CECF2
2022-01-10T00:00:00.000Z|EURUSD|ny|2022-01-13,2022-01-10T00:00:00.000Z,EURUSD,SHORT,ny|2022-01-13,NY,2022-01-13T00:00:00.000Z,2022-01-13T13:00:00.000Z,2022-01-13T13:00:00.000Z,2022-01-13T21:00:00.000Z,0.606596,0.013068,0.492681,1,low,0.6,true,normal,harvestable_chop_candidate,true,0,0,0,B8B004A2C7C2F25F492376581601698B0DC6A3900AB27C676DD42EF082196B5D
2022-01-10T00:00:00.000Z|EURUSD|asia_london|2022-01-14,2022-01-10T00:00:00.000Z,EURUSD,SHORT,asia_london|2022-01-14,ASIA_LONDON,2022-01-13T13:00:00.000Z,2022-01-13T21:00:00.000Z,2022-01-14T00:00:00.000Z,2022-01-14T13:00:00.000Z,0.492681,0.022791,0.579541,1,low,0.6,false,normal,dead_chop_cost_churn,false,0,0,0,309AF6467E5B981216638F231F21E25AB631018DE8249C6CEC77A88CA49CA75D
2022-01-10T00:00:00.000Z|EURUSD|ny|2022-01-14,2022-01-10T00:00:00.000Z,EURUSD,SHORT,ny|2022-01-14,NY,2022-01-14T00:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T21:00:00.000Z,0.579541,0.037332,0.445691,1,low,0.6,false,normal,dead_chop_cost_churn,false,2,2,0,A5A6C7A360431C1E3830AA9BAB0FC14F2BE61D313A0654F59108596FF4FB7BBE
