month,variant_id,trades,net_usd_model,profit_factor,terminal_liquidations,avg_hold_hours,content_hash
adr_event_0_025_candidate_b_agreement_strict|2025-01,adr_event_0_025_candidate_b_agreement_strict,57,416.2,,0,1.366696,B796A06184E42986476F760BA7CCD3A9965FF24E8AF31B9A531DAE06D4B64375
adr_event_0_025_candidate_b_agreement_strict|2025-02,adr_event_0_025_candidate_b_agreement_strict,757,4298,,0,11.974698,B83041238A4E9365577790C7EA14F17E0EF5BA52252FC78332BA9B46D1139498
adr_event_0_025_candidate_b_agreement_strict|2025-03,adr_event_0_025_candidate_b_agreement_strict,542,3244.45,,0,56.297138,8B2416FB814533BA4E3FE578BF06B01E6847FFC173A807B1442CFCFBEE56CEC9
adr_event_0_025_candidate_b_agreement_strict|2025-04,adr_event_0_025_candidate_b_agreement_strict,4306,634440.34,,0,26.943964,9EA62BD40D06EE3D180C18498CC843187D5D50AEF95ACB114EED2FB064D4F9EE
adr_event_0_025_candidate_b_agreement_strict|2025-05,adr_event_0_025_candidate_b_agreement_strict,4141,133629.8,,0,58.433595,16C765838DE62F70CB3072DFA434AF57E73D27365C1BDA2CF5B804F0A3516425
adr_event_0_025_candidate_b_agreement_strict|2025-06,adr_event_0_025_candidate_b_agreement_strict,5424,337400.67,,0,119.395484,3DE2E73915DF20055B82B8C35ED67D9607CB8ED3E07B6F426F363121EC584F20
adr_event_0_025_candidate_b_agreement_strict|2025-07,adr_event_0_025_candidate_b_agreement_strict,5058,605468.75,,0,100.068938,9CBD1284872C5231E983A5E04C19706F54F3E98B7CF65B061350CD5189F7E713
adr_event_0_025_candidate_b_agreement_strict|2025-08,adr_event_0_025_candidate_b_agreement_strict,3456,351734.3,,0,129.996946,064A022A12D10052B45BDB056FEAFCA848BAB60E3FBDC62318E8A8F80C29C56A
adr_event_0_025_candidate_b_agreement_strict|2025-09,adr_event_0_025_candidate_b_agreement_strict,4946,708783.94,,0,124.038772,5213D4297915A88C6DEDC5A6588E1B5D2BF4163F5A2D9658EB4221B48135091F
adr_event_0_025_candidate_b_agreement_strict|2025-10,adr_event_0_025_candidate_b_agreement_strict,7337,1898275.69,,0,90.507938,B8CF35953BC2288567D2BCF98178049446DB2C014B9247BC247556064FC5E59C
adr_event_0_025_candidate_b_agreement_strict|2025-11,adr_event_0_025_candidate_b_agreement_strict,7781,1646630.76,,0,64.19186,2EFCB7FEC87EF6F74E04FDE4C2BF28B88AD978AE9025AE68B2A097259C599B5B
adr_event_0_025_candidate_b_agreement_strict|2025-12,adr_event_0_025_candidate_b_agreement_strict,6014,1363797.17,,0,135.933518,B772667A449B3B75392AD2B6E8E10186B3D67B3D84E09B8FB04A2990E5C47222
adr_event_0_025_candidate_b_agreement_strict|2026-01,adr_event_0_025_candidate_b_agreement_strict,8440,2830132,,0,269.822665,387BFE8127685D1B415F33D9E951441BF8E80FBDA277E0E8C126FDFABA593D3A
adr_event_0_025_candidate_b_agreement_strict|2026-02,adr_event_0_025_candidate_b_agreement_strict,2334,270602.36,,0,189.158185,62F2521955C3ADE945907CD7E88E41F0D8DD42BD2826D8B8E83F549FBFF12544
adr_event_0_025_candidate_b_agreement_strict|2026-03,adr_event_0_025_candidate_b_agreement_strict,6007,605624.74,,0,106.30663,C38AAA6EF52CD3FE7D3D6568A291731F3E597048F0ACE565A073C5F00158D933
adr_event_0_025_candidate_b_agreement_strict|2026-04,adr_event_0_025_candidate_b_agreement_strict,5394,841732.68,,0,136.481304,D7C97B0EFC651FDA1481F2FFF7F8304B015D763599B411742945D22E15A87612
adr_event_0_025_candidate_b_agreement_strict|2026-05,adr_event_0_025_candidate_b_agreement_strict,10721,-37528185.81,0.022698,5221,1863.29202,D926A6AE8295FDCFAC1E61A2026473C3F10D0318C38B49EB8BFFD34FD6CB042B
adr_event_0_025_candidate_b_fade_strict|2025-02,adr_event_0_025_candidate_b_fade_strict,1233,6205.17,,0,41.953432,EC080A8F60301D4CC2BABC651D82FB68D1E69A32677348A7EE8680A675DC9E0F
adr_event_0_025_candidate_b_fade_strict|2025-03,adr_event_0_025_candidate_b_fade_strict,1847,9154.73,,0,67.081478,5C0B1949214DF2EC08F9F176B57A9C484430AF0D7FF3F9F79788F74CCC0B9428
adr_event_0_025_candidate_b_fade_strict|2025-04,adr_event_0_025_candidate_b_fade_strict,6708,396763.12,,0,31.345715,3463EEB5B5F4F31F42999359183661DA0F85C249DA4673F09C40E818EB73FB12
adr_event_0_025_candidate_b_fade_strict|2025-05,adr_event_0_025_candidate_b_fade_strict,3597,470853.23,,0,62.84527,E70059A9287E6F9338EE5C41C83AC497AF75FA392331CA1B9554DA573D2AEFA9
adr_event_0_025_candidate_b_fade_strict|2025-06,adr_event_0_025_candidate_b_fade_strict,4410,310186.32,,0,68.978397,C3A49505B11E13F33E5F168144180475ED93BE69CD3ADCC76E7332699C0935BA
adr_event_0_025_candidate_b_fade_strict|2025-07,adr_event_0_025_candidate_b_fade_strict,4878,303494.63,,0,125.457846,145BAAE1794243C547DEF701D255DC9DBA64EF8DC8B79E82060BC478645F020A
adr_event_0_025_candidate_b_fade_strict|2025-08,adr_event_0_025_candidate_b_fade_strict,5119,341961.87,,0,81.54724,C82EEC17E947EBA076EEB57F4AA804895515D4E973B3527C97AD6874FFDB7D01
adr_event_0_025_candidate_b_fade_strict|2025-09,adr_event_0_025_candidate_b_fade_strict,5168,258206.66,,0,129.9704,8BFF60FEBA2CAFDBF980F9030CB931B6BE4DE6DF8D3EA8833F5D2D04D3D192C0
adr_event_0_025_candidate_b_fade_strict|2025-10,adr_event_0_025_candidate_b_fade_strict,8780,1232735.62,,0,115.215181,5B9D1D5EBEBC63C3C118E225E37DB2050049654BE1B9A7586718CCC3E800C0CF
adr_event_0_025_candidate_b_fade_strict|2025-11,adr_event_0_025_candidate_b_fade_strict,5574,822062.33,,0,107.490441,C62F23748571761711F855E9314DEC4FF659B66209C8C171E000C42FD8A2E75A
adr_event_0_025_candidate_b_fade_strict|2025-12,adr_event_0_025_candidate_b_fade_strict,5449,21998.74,,0,266.387421,9AFEEC884A503BD1D07A29E0B374E4F4D7CF00593CB668ED142F1DDC60AE2475
adr_event_0_025_candidate_b_fade_strict|2026-01,adr_event_0_025_candidate_b_fade_strict,9171,529710.31,,0,154.508486,F11C2F3FD1478BBB2B6FAA40FB8FA7B22DC9FFE4671D3B629F63F08E0B8FD2F9
