pair,direction,entry_time,exit_time,entry_price_raw,exit_price_raw,entry_price,exit_price,pnl_pips,spread,slippage,entry_count
EURUSD,long,2020-06-14 18:00:00-04:00,2020-06-19 16:45:00-04:00,1.12426,1.11745,1.124335,1.117375,-69.60000000000078,1.2,0.15,1
EURUSD,long,2020-06-21 18:00:00-04:00,2020-06-26 16:45:00-04:00,1.11834,1.12218,1.118415,1.122105,36.89999999999971,1.2,0.15,1
EURUSD,long,2020-06-28 18:00:00-04:00,2020-07-03 16:45:00-04:00,1.12245,1.12455,1.122525,1.124475,19.499999999998963,1.2,0.15,1
EURUSD,long,2020-07-05 18:00:00-04:00,2020-07-10 16:45:00-04:00,1.12446,1.12991,1.124535,1.129835,52.9999999999986,1.2,0.15,1
EURUSD,long,2020-07-12 18:00:00-04:00,2020-07-17 16:45:00-04:00,1.13052,1.14375,1.130595,1.143675,130.7999999999998,1.2,0.15,1
EURUSD,long,2020-07-19 18:00:00-04:00,2020-07-24 16:45:00-04:00,1.14186,1.1652,1.1419350000000001,1.165125,231.89999999999822,1.2,0.15,1
EURUSD,long,2020-07-26 18:00:00-04:00,2020-07-31 16:45:00-04:00,1.16446,1.17716,1.164535,1.177085,125.49999999999838,1.2,0.15,1
EURUSD,long,2020-08-02 18:00:00-04:00,2020-08-07 16:45:00-04:00,1.1777,1.17866,1.177775,1.178585,8.099999999999774,1.2,0.15,1
EURUSD,long,2020-08-09 18:00:00-04:00,2020-08-14 16:45:00-04:00,1.17866,1.18399,1.178735,1.183915,51.79999999999962,1.2,0.15,1
EURUSD,long,2020-08-16 18:00:00-04:00,2020-08-21 16:45:00-04:00,1.18432,1.17953,1.184395,1.179455,-49.40000000000166,1.2,0.15,1
EURUSD,long,2020-08-23 18:00:00-04:00,2020-08-28 16:45:00-04:00,1.17949,1.19038,1.179565,1.190305,107.39999999999971,1.2,0.15,1
EURUSD,long,2020-08-30 18:00:00-04:00,2020-09-04 16:45:00-04:00,1.19081,1.18402,1.190885,1.183945,-69.39999999999947,1.2,0.15,1
EURUSD,long,2020-09-06 18:00:00-04:00,2020-09-11 16:45:00-04:00,1.18401,1.1846,1.184085,1.184525,4.3999999999999595,1.2,0.15,1
EURUSD,long,2020-09-13 18:00:00-04:00,2020-09-18 16:45:00-04:00,1.18372,1.18424,1.1837950000000002,1.184165,3.699999999997594,1.2,0.15,1
EURUSD,long,2020-09-20 18:00:00-04:00,2020-09-25 16:45:00-04:00,1.18426,1.16313,1.1843350000000001,1.163055,-212.80000000000186,1.2,0.15,1
EURUSD,long,2020-09-27 18:00:00-04:00,2020-10-02 16:45:00-04:00,1.16274,1.1716,1.1628150000000002,1.171525,87.09999999999773,1.2,0.15,1
EURUSD,long,2020-10-04 18:00:00-04:00,2020-10-09 16:45:00-04:00,1.1713,1.18295,1.171375,1.182875,114.99999999999844,1.2,0.15,1
EURUSD,long,2020-10-11 18:00:00-04:00,2020-10-16 16:45:00-04:00,1.18144,1.17164,1.181515,1.171565,-99.50000000000125,1.2,0.15,1
EURUSD,long,2020-10-18 18:00:00-04:00,2020-10-23 16:45:00-04:00,1.17193,1.18612,1.172005,1.186045,140.40000000000052,1.2,0.15,1
EURUSD,long,2020-10-25 18:00:00-04:00,2020-10-30 16:45:00-04:00,1.1857,1.16427,1.185775,1.1641949999999999,-215.80000000000155,1.2,0.15,1
EURUSD,long,2020-11-01 18:00:00-05:00,2020-11-06 16:45:00-05:00,1.1644,1.1878,1.1644750000000001,1.187725,232.4999999999977,1.2,0.15,1
EURUSD,long,2020-11-08 18:00:00-05:00,2020-11-13 16:45:00-05:00,1.18882,1.18346,1.188895,1.183385,-55.10000000000126,1.2,0.15,1
EURUSD,long,2020-11-15 18:00:00-05:00,2020-11-20 16:45:00-05:00,1.18374,1.18618,1.183815,1.186105,22.899999999999032,1.2,0.15,1
EURUSD,long,2020-11-22 18:00:00-05:00,2020-11-27 16:45:00-05:00,1.18592,1.19606,1.1859950000000001,1.1959849999999999,99.8999999999972,1.2,0.15,1
EURUSD,long,2020-11-29 18:00:00-05:00,2020-12-04 16:45:00-05:00,1.19667,1.21126,1.196745,1.211185,144.4000000000001,1.2,0.15,1
EURUSD,long,2020-12-06 18:00:00-05:00,2020-12-11 16:45:00-05:00,1.2128,1.21144,1.2128750000000001,1.211365,-15.100000000001224,1.2,0.15,1
EURUSD,long,2020-12-13 18:00:00-05:00,2020-12-18 16:45:00-05:00,1.21347,1.22573,1.213545,1.225655,121.09999999999843,1.2,0.15,1
EURUSD,long,2020-12-20 18:00:00-05:00,2020-12-25 16:45:00-05:00,1.22289,1.21849,1.222965,1.218415,-45.50000000000054,1.2,0.15,1
EURUSD,long,2020-12-27 18:00:00-05:00,2021-01-01 16:45:00-05:00,1.21895,1.22156,1.219025,1.221485,24.599999999999067,1.2,0.15,1
EURUSD,long,2021-01-03 18:00:00-05:00,2021-01-08 16:45:00-05:00,1.22339,1.22224,1.223465,1.222165,-13.000000000000789,1.2,0.15,1
EURUSD,long,2021-01-10 18:00:00-05:00,2021-01-15 16:45:00-05:00,1.22178,1.20752,1.2218550000000001,1.2074449999999999,-144.10000000000255,1.2,0.15,1
EURUSD,long,2021-01-17 18:00:00-05:00,2021-01-22 16:45:00-05:00,1.2078,1.21706,1.207875,1.216985,91.09999999999951,1.2,0.15,1
EURUSD,long,2021-01-24 18:00:00-05:00,2021-01-29 16:45:00-05:00,1.2168,1.21336,1.2168750000000002,1.213285,-35.90000000000204,1.2,0.15,1
EURUSD,long,2021-01-31 18:00:00-05:00,2021-02-05 16:45:00-05:00,1.21291,1.20491,1.212985,1.2048349999999999,-81.50000000000101,1.2,0.15,1
EURUSD,long,2021-02-07 18:00:00-05:00,2021-02-12 16:45:00-05:00,1.20434,1.212,1.204415,1.211925,75.09999999999906,1.2,0.15,1
EURUSD,long,2021-02-14 18:00:00-05:00,2021-02-19 16:45:00-05:00,1.21237,1.21176,1.212445,1.211685,-7.600000000000939,1.2,0.15,1
EURUSD,long,2021-02-21 18:00:00-05:00,2021-02-26 16:45:00-05:00,1.21227,1.20704,1.212345,1.2069649999999998,-53.800000000001624,1.2,0.15,1
EURUSD,long,2021-02-28 18:00:00-05:00,2021-03-05 16:45:00-05:00,1.20758,1.19166,1.2076550000000001,1.191585,-160.7000000000025,1.2,0.15,1
EURUSD,long,2021-03-07 18:00:00-05:00,2021-03-12 16:45:00-05:00,1.19184,1.1952,1.191915,1.195125,32.09999999999935,1.2,0.15,1
EURUSD,long,2021-03-14 18:00:00-04:00,2021-03-19 16:45:00-04:00,1.19494,1.19024,1.195015,1.190165,-48.500000000000206,1.2,0.15,1
EURUSD,long,2021-03-21 18:00:00-04:00,2021-03-26 16:45:00-04:00,1.18814,1.17942,1.188215,1.1793449999999999,-88.70000000000155,1.2,0.15,1
EURUSD,long,2021-03-28 18:00:00-04:00,2021-04-02 16:45:00-04:00,1.17914,1.1762,1.1792150000000001,1.1761249999999999,-30.900000000002592,1.2,0.15,1
EURUSD,long,2021-04-04 18:00:00-04:00,2021-04-09 16:45:00-04:00,1.17565,1.19028,1.1757250000000001,1.190205,144.79999999999825,1.2,0.15,1
EURUSD,long,2021-04-11 18:00:00-04:00,2021-04-16 16:45:00-04:00,1.18966,1.19817,1.189735,1.198095,83.59999999999923,1.2,0.15,1
EURUSD,long,2021-04-18 18:00:00-04:00,2021-04-23 16:45:00-04:00,1.19759,1.20954,1.197665,1.209465,118.00000000000033,1.2,0.15,1
EURUSD,long,2021-04-25 18:00:00-04:00,2021-04-30 16:45:00-04:00,1.20958,1.20192,1.2096550000000001,1.201845,-78.10000000000095,1.2,0.15,1
EURUSD,long,2021-05-02 18:00:00-04:00,2021-05-07 16:45:00-04:00,1.20278,1.21634,1.202855,1.216265,134.09999999999923,1.2,0.15,1
EURUSD,long,2021-05-09 18:00:00-04:00,2021-05-14 16:45:00-04:00,1.2168,1.21438,1.2168750000000002,1.214305,-25.700000000001832,1.2,0.15,1
EURUSD,long,2021-05-16 18:00:00-04:00,2021-05-21 16:45:00-04:00,1.21407,1.21786,1.214145,1.217785,36.399999999998656,1.2,0.15,1
EURUSD,long,2021-05-23 18:00:00-04:00,2021-05-28 16:45:00-04:00,1.21785,1.2192,1.2179250000000001,1.219125,11.999999999998678,1.2,0.15,1
EURUSD,long,2021-05-30 18:00:00-04:00,2021-06-04 16:45:00-04:00,1.2197,1.21654,1.219775,1.216465,-33.10000000000146,1.2,0.15,1
EURUSD,long,2021-06-06 18:00:00-04:00,2021-06-11 16:45:00-04:00,1.21655,1.2105,1.216625,1.2104249999999999,-62.00000000000205,1.2,0.15,1
EURUSD,long,2021-06-13 18:00:00-04:00,2021-06-18 16:45:00-04:00,1.21114,1.18583,1.2112150000000002,1.185755,-254.60000000000258,1.2,0.15,1
EURUSD,long,2021-06-20 18:00:00-04:00,2021-06-25 16:45:00-04:00,1.18646,1.19366,1.1865350000000001,1.193585,70.49999999999778,1.2,0.15,1
EURUSD,long,2021-06-27 18:00:00-04:00,2021-07-02 16:45:00-04:00,1.19368,1.18632,1.1937550000000001,1.186245,-75.10000000000127,1.2,0.15,1
EURUSD,long,2021-07-04 18:00:00-04:00,2021-07-09 16:45:00-04:00,1.18677,1.18792,1.1868450000000001,1.187845,9.999999999998899,1.2,0.15,1
EURUSD,long,2021-07-11 18:00:00-04:00,2021-07-16 16:45:00-04:00,1.18765,1.18062,1.1877250000000001,1.180545,-71.80000000000186,1.2,0.15,1
EURUSD,long,2021-07-18 18:00:00-04:00,2021-07-23 16:45:00-04:00,1.18086,1.17705,1.180935,1.1769749999999999,-39.600000000001856,1.2,0.15,1
EURUSD,long,2021-07-25 18:00:00-04:00,2021-07-30 16:45:00-04:00,1.17734,1.18732,1.177415,1.1872449999999999,98.29999999999782,1.2,0.15,1
EURUSD,long,2021-08-01 18:00:00-04:00,2021-08-06 16:45:00-04:00,1.18659,1.17609,1.186665,1.176015,-106.50000000000048,1.2,0.15,1
EURUSD,long,2021-08-08 18:00:00-04:00,2021-08-13 16:45:00-04:00,1.176,1.17957,1.176075,1.179495,34.19999999999978,1.2,0.15,1
